일시,지점,폭염여부(O/X),최고체감온도(°C),최고기온(°C),평균기온(°C),최저기온(°C),평균상대습도(%),폭염특보(O/X),폭염영향예보(단계),열대야(O/X),자외선지수(단계),온열질환자(노인)발생여부
2019-05-01,강릉,X,20.8,20.8,15.4,9.4,66.6,X, ,X,높음,X
2019-05-01,동해,X,19.5,18.1,13.6,9.8,82.4,X, ,X,낮음,X
2019-05-01,서울,X,21.9,22.2,16.4,11.2,48.9,X, ,X,높음,X
2019-05-01,인천,X,18.6,18.5,14.2,10.7,65.0,X, ,X,높음,X
2019-05-01,원주,X,21.3,22.8,16.0,9.9,55.8,X, ,X,낮음,X
2019-05-01,울릉도,X,19.0,16.9,13.3,11.6,87.1,X, ,X,낮음,X
2019-05-01,수원,X,21.6,21.1,14.3,9.2,70.9,X, ,X,낮음,X
2019-05-01,영월,X,21.9,22.6,15.7,8.5,62.0,X, ,X,낮음,X
2019-05-01,충주,X,21.7,22.5,14.8,7.6,62.3,X, ,X,낮음,X
2019-05-01,서산,X,21.7,21.9,13.2,7.6,72.0,X, ,X,높음,X
2019-05-01,울진,X,20.0,17.6,14.7,12.4,88.5,X, ,X,낮음,X
2019-05-01,청주,X,21.9,23.0,16.6,11.3,56.5,X, ,X,높음,X
2019-05-01,대전,X,22.6,23.3,15.9,10.3,68.5,X, ,X,높음,X
2019-05-01,안동,X,22.4,23.3,16.0,10.1,65.5,X, ,X,높음,X
2019-05-01,상주,X,23.1,23.5,17.1,11.6,55.1,X, ,X,낮음,X
2019-05-01,포항,X,23.3,24.8,18.0,13.0,69.6,X, ,X,낮음,X
2019-05-01,군산,X,17.6,15.8,11.6,9.1,91.5,X, ,X,낮음,X
2019-05-01,대구,X,22.7,24.4,17.9,10.5,54.3,X, ,X,높음,X
2019-05-01,전주,X,21.3,19.7,13.5,10.4,85.9,X, ,X,높음,X
2019-05-01,울산,X,23.2,23.1,17.1,12.7,72.0,X, ,X,높음,X
2019-05-01,창원,X,23.8,23.6,15.9,11.8,76.0,X, ,X,높음,X
2019-05-01,광주,X,21.8,21.5,14.4,10.2,75.5,X, ,X,높음,X
2019-05-01,부산,X,22.1,20.8,17.0,14.3,72.1,X, ,X,높음,X
2019-05-01,통영,X,21.7,20.6,15.9,13.1,79.6,X, ,X,낮음,X
2019-05-01,목포,X,17.5,15.6,12.1,10.2,82.8,X, ,X,높음,X
2019-05-01,여수,X,21.5,22.0,17.3,13.9,66.1,X, ,X,낮음,X
2019-05-01,완도,X,22.4,21.3,15.6,11.6,67.1,X, ,X,낮음,X
2019-05-01,고창,X,19.1,17.7,11.6,8.3,88.0,X, ,X,낮음,X
2019-05-01,제주,X,20.0,18.6,14.7,12.4,74.6,X, ,X,높음,X
2019-05-01,진주,X,24.2,23.7,16.7,11.8,71.0,X, ,X,낮음,X
2019-05-01,양평,X,22.2,23.9,16.0,8.4,59.5,X, ,X,낮음,X
2019-05-01,이천,X,22.5,24.7,16.0,9.2,51.9,X, ,X,낮음,X
2019-05-01,인제,X,21.6,23.9,15.5,7.0,56.0,X, ,X,낮음,X
2019-05-01,홍천,X,22.8,25.2,16.0,8.4,61.0,X, ,X,낮음,X
2019-05-01,태백,X,19.5,20.3,13.7,7.8,64.8,X, ,X,낮음,X
2019-05-01,정선,X,20.4,21.8,15.2,8.3,58.9,X, ,X,낮음,X
2019-05-01,제천,X,21.2,22.8,14.6,6.5,61.0,X, ,X,낮음,X
2019-05-01,보은,X,22.0,22.5,15.0,7.7,64.1,X, ,X,낮음,X
2019-05-01,천안,X,20.1,20.9,13.9,6.6,57.8,X, ,X,낮음,X
2019-05-01,보령,X,18.1,16.5,10.6,7.5,86.4,X, ,X,낮음,X
2019-05-01,부여,X,22.0,23.1,14.1,8.6,72.5,X, ,X,낮음,X
2019-05-01,금산,X,21.6,21.6,14.4,9.4,70.9,X, ,X,낮음,X
2019-05-01,부안,X,19.1,17.3,12.1,8.5,78.3,X, ,X,낮음,X
2019-05-01,임실,X,20.9,20.6,13.2,8.1,75.0,X, ,X,낮음,X
2019-05-01,정읍,X,21.5,18.8,12.4,7.6,88.4,X, ,X,낮음,X
2019-05-01,남원,X,21.1,21.4,14.8,9.8,63.6,X, ,X,낮음,X
2019-05-01,장수,X,20.0,20.0,13.8,6.5,69.9,X, ,X,낮음,X
2019-05-01,영광,X,19.3,17.5,11.6,7.9,84.4,X, ,X,낮음,X
2019-05-01,김해,X,25.2,25.6,17.6,13.2,73.8,X, ,X,낮음,X
2019-05-01,순창,X,21.1,21.1,14.0,8.8,75.0,X, ,X,낮음,X
2019-05-01,양산,X,24.7,25.6,17.4,12.2,75.4,X, ,X,낮음,X
2019-05-01,강진,X,21.6,20.9,14.6,10.6,67.5,X, ,X,낮음,X
2019-05-01,장흥,X,22.7,22.5,15.0,10.5,71.4,X, ,X,낮음,X
2019-05-01,해남,X,20.2,18.9,12.6,8.7,80.6,X, ,X,낮음,X
2019-05-01,고흥,X,22.3,22.5,15.9,11.2,69.0,X, ,X,낮음,X
2019-05-01,의령,X,25.5,26.0,17.5,12.0,66.3,X, ,X,낮음,X
2019-05-01,함양,X,23.3,23.4,16.6,10.5,68.1,X, ,X,낮음,X
2019-05-01,진도,X,18.3,16.3,12.3,9.5,82.9,X, ,X,낮음,X
2019-05-01,봉화,X,21.4,22.6,14.8,8.7,66.3,X, ,X,낮음,X
2019-05-01,영주,X,20.8,21.6,15.9,9.5,62.0,X, ,X,낮음,X
2019-05-01,문경,X,22.1,23.1,17.2,10.3,53.9,X, ,X,낮음,X
2019-05-01,청송,X,22.7,22.7,14.2,8.7,80.1,X, ,X,낮음,X
2019-05-01,영덕,X,24.2,25.0,16.3,10.9,79.5,X, ,X,낮음,X
2019-05-01,의성,X,23.3,25.1,15.6,9.6,69.0,X, ,X,낮음,X
2019-05-01,구미,X,23.6,24.1,17.5,12.1,62.0,X, ,X,낮음,X
2019-05-01,영천,X,23.0,24.7,16.5,10.1,,X, ,X,낮음,X
2019-05-01,경주,X,23.8,24.1,16.5,11.2,71.9,X, ,X,낮음,X
2019-05-01,거창,X,22.4,23.1,16.0,10.2,66.9,X, ,X,낮음,X
2019-05-01,합천,X,23.7,25.1,17.2,11.7,61.8,X, ,X,낮음,X
2019-05-01,밀양,X,22.9,24.5,16.7,11.1,62.9,X, ,X,낮음,X
2019-05-01,산청,X,23.1,23.9,17.5,12.7,60.9,X, ,X,낮음,X
2019-05-01,거제,X,23.6,22.2,16.7,12.4,81.3,X, ,X,낮음,X
2019-05-01,남해,X,23.8,23.9,17.3,12.3,68.8,X, ,X,낮음,X
2019-05-01,부천,X,,20.5,15.7,11.1,,X, ,X,낮음,X
2019-05-01,안양,X,,19.0,14.6,9.9,62.0,X, ,X,낮음,X
2019-05-01,광명,X,,21.4,16.1,11.7,,X, ,X,낮음,X
2019-05-01,군포,X,,21.3,15.6,10.5,,X, ,X,낮음,X
2019-05-01,김포,X,,20.4,15.0,8.5,,X, ,X,낮음,X
2019-05-01,하남,X,,,15.1,,,X, ,X,낮음,X
2019-05-01,의왕,X,,19.7,12.7,7.2,,X, ,X,낮음,X
2019-05-01,포천,X,22.5,24.8,16.5,8.3,51.0,X, ,X,낮음,X
2019-05-01,가평,X,,23.6,15.6,6.8,,X, ,X,낮음,X
2019-05-01,안성,X,21.6,21.2,14.7,7.7,66.0,X, ,X,낮음,X
2019-05-01,평창,X,20.7,22.0,14.4,6.7,63.0,X, ,X,낮음,X
2019-05-01,의정부,X,23.1,23.6,15.8,8.5,63.0,X, ,X,낮음,X
2019-05-01,횡성,X,24.0,25.1,15.3,7.0,71.0,X, ,X,낮음,X
2019-05-01,고양,X,24.1,24.3,16.0,8.4,58.0,X, ,X,낮음,X
2019-05-01,남양주,X,23.5,24.6,15.9,8.9,63.0,X, ,X,낮음,X
2019-05-01,안산,X,20.5,19.6,12.3,6.6,81.0,X, ,X,낮음,X
2019-05-01,광주,X,21.8,23.0,15.0,8.2,59.0,X, ,X,낮음,X
2019-05-01,여주,X,22.7,24.0,15.5,8.1,60.0,X, ,X,낮음,X
2019-05-01,용인,X,21.2,21.6,13.9,7.5,65.0,X, ,X,낮음,X
2019-05-01,오산,X,21.0,21.6,14.2,8.5,55.0,X, ,X,낮음,X
2019-05-01,평택,X,21.2,21.0,14.7,8.5,63.0,X, ,X,낮음,X
2019-05-01,화천,X,23.3,25.9,16.4,7.6,59.0,X, ,X,낮음,X
2019-05-01,양구,X,22.4,24.8,16.0,6.8,56.0,X, ,X,낮음,X
2019-05-01,시흥,X,20.0,19.3,13.2,8.8,74.0,X, ,X,낮음,X
2019-05-01,구리,X,23.0,23.8,16.1,9.4,56.0,X, ,X,낮음,X
2019-05-01,화성,X,19.8,19.4,13.3,8.5,65.0,X, ,X,낮음,X
2019-05-01,성남,X,22.0,22.8,15.4,8.9,62.0,X, ,X,높음,X
2019-05-01,과천,X,22.0,22.8,14.9,7.8,55.0,X, ,X,낮음,X
2019-05-01,양주,X,22.5,23.3,15.7,8.1,57.0,X, ,X,낮음,X
2019-05-01,단양,X,22.7,22.9,16.2,9.7,69.0,X, ,X,낮음,X
2019-05-01,진천,X,21.1,22.2,15.2,8.0,50.0,X, ,X,낮음,X
2019-05-01,괴산,X,21.7,22.8,14.5,6.9,62.0,X, ,X,낮음,X
2019-05-01,옥천,X,22.9,22.7,15.4,8.8,73.0,X, ,X,낮음,X
2019-05-01,공주,X,22.3,23.6,14.8,7.7,66.0,X, ,X,낮음,X
2019-05-01,서천,X,18.0,16.2,11.8,7.7,85.0,X, ,X,낮음,X
2019-05-01,논산,X,22.4,21.3,14.1,8.8,80.0,X, ,X,낮음,X
2019-05-01,당진,X,20.9,20.7,13.6,8.5,66.0,X, ,X,낮음,X
2019-05-01,청양,X,21.7,21.3,12.1,5.6,79.0,X, ,X,낮음,X
2019-05-01,음성,X,22.0,22.5,14.5,7.4,64.0,X, ,X,낮음,X
2019-05-01,증평,X,21.6,22.5,14.9,7.8,66.0,X, ,X,낮음,X
2019-05-01,태안,X,20.4,19.4,12.4,8.3,75.0,X, ,X,낮음,X
2019-05-01,예산,X,21.9,22.5,14.6,8.7,70.0,X, ,X,낮음,X
2019-05-01,아산,X,20.9,21.7,13.7,7.9,64.0,X, ,X,낮음,X
2019-05-01,계룡,X,21.8,22.6,13.2,6.2,73.0,X, ,X,낮음,X
2019-05-01,연천,X,22.6,24.3,16.1,8.1,55.0,X, ,X,낮음,X
2019-05-01,양양,X,23.9,23.0,15.9,8.0,77.0,X, ,X,낮음,X
2019-05-01,무안,X,18.9,17.0,11.7,8.5,89.0,X, ,X,낮음,X
2019-05-01,무주,X,22.6,22.7,15.1,8.3,77.0,X, ,X,낮음,X
2019-05-01,익산,X,21.5,19.9,12.9,8.1,87.0,X, ,X,낮음,X
2019-05-01,진안,X,20.2,19.4,12.5,6.6,83.0,X, ,X,낮음,X
2019-05-01,담양,X,23.4,22.4,13.7,7.3,84.0,X, ,X,낮음,X
2019-05-01,구례,X,22.4,22.9,16.3,9.5,57.0,X, ,X,낮음,X
2019-05-01,나주,X,23.5,22.2,13.3,7.9,83.0,X, ,X,낮음,X
2019-05-01,순천,X,23.9,24.2,18.2,13.1,61.0,X, ,X,낮음,X
2019-05-01,광양,X,24.2,24.9,18.0,12.3,59.0,X, ,X,낮음,X
2019-05-01,장성,X,21.4,20.7,13.2,7.9,78.0,X, ,X,낮음,X
2019-05-01,영암,X,20.8,19.3,12.8,8.2,84.0,X, ,X,낮음,X
2019-05-01,보성,X,21.9,21.3,14.7,9.8,73.0,X, ,X,낮음,X
2019-05-01,완주,X,20.6,20.0,12.8,7.5,80.0,X, ,X,낮음,X
2019-05-01,김제,X,19.0,17.1,12.0,9.5,85.0,X, ,X,낮음,X
2019-05-01,화순,X,21.2,21.5,14.4,9.3,69.0,X, ,X,낮음,X
2019-05-01,함평,X,20.3,18.7,12.8,9.3,84.0,X, ,X,낮음,X
2019-05-01,곡성,X,21.8,22.1,15.0,8.8,65.0,X, ,X,낮음,X
2019-05-01,영양,X,22.6,23.0,14.9,9.3,71.0,X, ,X,낮음,X
2019-05-01,성주,X,21.9,23.5,16.6,10.5,54.0,X, ,X,낮음,X
2019-05-01,고령,X,23.5,24.4,15.9,9.9,74.0,X, ,X,낮음,X
2019-05-01,청도,X,22.3,24.5,15.6,9.6,66.0,X, ,X,낮음,X
2019-05-01,예천,X,22.6,22.9,15.9,9.1,74.0,X, ,X,낮음,X
2019-05-01,김천,X,22.4,22.6,15.5,9.1,66.0,X, ,X,낮음,X
2019-05-01,군위,X,23.4,23.7,15.3,8.9,72.0,X, ,X,낮음,X
2019-05-01,칠곡,X,23.6,24.8,17.5,10.7,54.0,X, ,X,낮음,X
2019-05-01,경산,X,22.9,24.3,17.0,10.1,58.0,X, ,X,낮음,X
2019-05-01,삼척,X,21.3,20.9,15.4,10.3,74.0,X, ,X,낮음,X
2019-05-01,속초,X,21.6,21.2,15.5,10.1,73.0,X, ,X,낮음,X
2019-05-01,고성,X,22.5,21.0,16.2,11.9,79.0,X, ,X,낮음,X
2019-05-01,창녕,X,24.3,25.2,16.1,10.3,69.0,X, ,X,낮음,X
2019-05-01,함안,X,24.6,25.1,16.2,10.8,76.0,X, ,X,낮음,X
2019-05-01,춘천,X,22.0,25.2,16.5,7.7,56.3,X, ,X,높음,X
2019-05-01,하동,X,24.4,24.4,17.4,11.9,67.0,X, ,X,낮음,X
2019-05-01,철원,X,21.9,23.6,15.9,8.8,59.8,X, ,X,낮음,X
2019-05-01,동두천,X,23.5,25.4,16.6,9.1,55.3,X, ,X,낮음,X
2019-05-01,파주,X,22.9,23.0,15.6,8.5,60.4,X, ,X,낮음,X
2019-05-02,강릉,X,22.3,25.8,18.0,9.4,42.6,X, ,X,매우높음,X
2019-05-02,동해,X,20.7,22.0,16.4,9.6,61.9,X, ,X,낮음,X
2019-05-02,서울,X,22.2,25.3,17.1,10.6,28.5,X, ,X,높음,X
2019-05-02,인천,X,20.1,22.0,16.0,12.6,39.0,X, ,X,높음,X
2019-05-02,원주,X,21.0,24.3,16.6,9.2,43.0,X, ,X,낮음,X
2019-05-02,울릉도,X,20.5,19.1,15.6,10.7,53.6,X, ,X,낮음,X
2019-05-02,수원,X,22.4,25.3,15.0,7.2,55.1,X, ,X,낮음,X
2019-05-02,영월,X,21.1,23.5,16.0,7.9,49.5,X, ,X,낮음,X
2019-05-02,충주,X,21.8,24.1,15.2,6.4,49.9,X, ,X,낮음,X
2019-05-02,서산,X,21.7,24.7,14.2,5.2,54.9,X, ,X,매우높음,X
2019-05-02,울진,X,22.2,20.5,15.5,10.7,76.4,X, ,X,낮음,X
2019-05-02,청주,X,22.0,24.8,16.7,9.5,48.3,X, ,X,높음,X
2019-05-02,대전,X,23.2,25.0,15.9,8.9,57.8,X, ,X,매우높음,X
2019-05-02,안동,X,22.0,24.2,16.6,8.8,50.3,X, ,X,매우높음,X
2019-05-02,상주,X,22.7,24.5,17.8,10.9,44.3,X, ,X,낮음,X
2019-05-02,포항,X,23.7,26.2,19.2,13.1,51.3,X, ,X,낮음,X
2019-05-02,군산,X,19.6,19.0,12.6,6.9,77.6,X, ,X,낮음,X
2019-05-02,대구,X,23.1,26.3,19.0,10.5,39.4,X, ,X,매우높음,X
2019-05-02,전주,X,21.8,22.4,14.4,7.5,64.4,X, ,X,매우높음,X
2019-05-02,울산,X,23.1,22.5,17.2,12.9,66.3,X, ,X,매우높음,X
2019-05-02,창원,X,22.0,22.4,17.1,12.3,48.9,X, ,X,높음,X
2019-05-02,광주,X,22.0,24.1,15.4,8.1,56.0,X, ,X,매우높음,X
2019-05-02,부산,X,21.4,21.7,17.6,14.8,54.8,X, ,X,매우높음,X
2019-05-02,통영,X,20.4,20.3,16.0,11.1,62.6,X, ,X,낮음,X
2019-05-02,목포,X,19.3,19.4,14.1,9.9,62.6,X, ,X,매우높음,X
2019-05-02,여수,X,22.8,25.2,18.6,11.9,41.5,X, ,X,낮음,X
2019-05-02,완도,X,22.3,23.4,16.8,9.0,45.8,X, ,X,낮음,X
2019-05-02,고창,X,19.9,21.3,12.5,4.2,65.6,X, ,X,낮음,X
2019-05-02,제주,X,21.7,21.5,17.2,12.8,40.9,X, ,X,매우높음,X
2019-05-02,진주,X,23.6,25.1,16.0,6.4,59.0,X, ,X,낮음,X
2019-05-02,양평,X,22.2,26.2,16.2,7.6,46.9,X, ,X,낮음,X
2019-05-02,이천,X,22.2,26.1,16.2,6.8,42.1,X, ,X,낮음,X
2019-05-02,인제,X,21.1,24.7,16.0,6.6,45.3,X, ,X,낮음,X
2019-05-02,홍천,X,22.4,26.2,16.7,7.7,47.9,X, ,X,낮음,X
2019-05-02,태백,X,19.9,21.6,15.0,6.3,49.0,X, ,X,낮음,X
2019-05-02,정선,X,21.0,23.6,15.5,7.7,47.9,X, ,X,낮음,X
2019-05-02,제천,X,21.1,23.8,14.9,5.3,46.9,X, ,X,낮음,X
2019-05-02,보은,X,22.1,24.3,14.5,5.7,59.6,X, ,X,낮음,X
2019-05-02,천안,X,20.2,23.0,14.0,4.7,49.8,X, ,X,낮음,X
2019-05-02,보령,X,19.4,20.2,12.1,6.1,68.6,X, ,X,낮음,X
2019-05-02,부여,X,23.1,24.1,14.5,8.7,62.1,X, ,X,낮음,X
2019-05-02,금산,X,21.2,23.0,13.6,5.2,59.8,X, ,X,낮음,X
2019-05-02,부안,X,19.6,20.7,13.5,6.8,62.6,X, ,X,낮음,X
2019-05-02,임실,X,20.5,22.8,12.7,4.9,61.1,X, ,X,낮음,X
2019-05-02,정읍,X,20.0,21.3,13.1,5.4,67.8,X, ,X,낮음,X
2019-05-02,남원,X,21.2,23.5,14.0,6.5,60.6,X, ,X,낮음,X
2019-05-02,장수,X,20.2,22.2,12.5,3.2,57.8,X, ,X,낮음,X
2019-05-02,영광,X,19.8,20.7,12.4,3.9,66.5,X, ,X,낮음,X
2019-05-02,김해,X,23.5,24.1,18.0,12.8,59.8,X, ,X,낮음,X
2019-05-02,순창,X,21.1,23.4,13.0,4.6,65.8,X, ,X,낮음,X
2019-05-02,양산,X,23.6,23.9,16.7,9.8,65.0,X, ,X,낮음,X
2019-05-02,강진,X,21.6,23.2,14.8,6.2,55.9,X, ,X,낮음,X
2019-05-02,장흥,X,22.2,23.7,14.1,5.2,61.1,X, ,X,낮음,X
2019-05-02,해남,X,21.0,21.9,12.4,3.5,66.8,X, ,X,낮음,X
2019-05-02,고흥,X,22.3,24.4,15.7,7.5,50.9,X, ,X,낮음,X
2019-05-02,의령,X,25.7,27.3,16.8,6.8,53.5,X, ,X,낮음,X
2019-05-02,함양,X,22.6,24.4,15.7,5.4,56.9,X, ,X,낮음,X
2019-05-02,진도,X,20.3,20.1,13.2,6.8,66.3,X, ,X,낮음,X
2019-05-02,봉화,X,21.9,24.4,14.5,6.2,56.3,X, ,X,낮음,X
2019-05-02,영주,X,20.4,22.9,16.3,7.8,44.4,X, ,X,낮음,X
2019-05-02,문경,X,22.4,24.4,17.1,9.2,42.4,X, ,X,낮음,X
2019-05-02,청송,X,22.4,23.6,15.1,5.9,63.4,X, ,X,낮음,X
2019-05-02,영덕,X,23.6,24.8,17.4,9.8,58.6,X, ,X,낮음,X
2019-05-02,의성,X,22.7,25.5,15.5,6.2,55.0,X, ,X,낮음,X
2019-05-02,구미,X,22.9,25.0,18.6,11.5,42.5,X, ,X,낮음,X
2019-05-02,영천,X,22.9,26.4,17.2,7.8,47.1,X, ,X,낮음,X
2019-05-02,경주,X,24.1,25.8,16.8,8.3,62.0,X, ,X,낮음,X
2019-05-02,거창,X,22.8,24.9,15.5,5.5,52.9,X, ,X,낮음,X
2019-05-02,합천,X,23.7,26.8,17.2,7.2,48.0,X, ,X,낮음,X
2019-05-02,밀양,X,23.3,26.2,16.9,7.9,53.6,X, ,X,낮음,X
2019-05-02,산청,X,22.8,25.2,17.3,6.8,44.9,X, ,X,낮음,X
2019-05-02,거제,X,22.7,23.1,16.8,10.5,57.1,X, ,X,낮음,X
2019-05-02,남해,X,23.6,25.6,17.9,8.5,46.1,X, ,X,낮음,X
2019-05-02,부천,X,,24.7,16.5,10.0,,X, ,X,낮음,X
2019-05-02,안양,X,,22.7,15.9,10.0,38.0,X, ,X,낮음,X
2019-05-02,광명,X,,25.4,17.5,11.5,,X, ,X,낮음,X
2019-05-02,군포,X,,24.8,16.7,10.8,,X, ,X,낮음,X
2019-05-02,김포,X,,24.3,14.4,7.1,,X, ,X,낮음,X
2019-05-02,하남,X,,,15.5,,,X, ,X,낮음,X
2019-05-02,의왕,X,,23.0,13.6,5.8,,X, ,X,낮음,X
2019-05-02,포천,X,22.3,26.2,15.6,5.7,40.0,X, ,X,낮음,X
2019-05-02,가평,X,,25.6,15.0,4.9,,X, ,X,낮음,X
2019-05-02,안성,X,22.0,24.3,14.9,6.7,58.0,X, ,X,낮음,X
2019-05-02,평창,X,20.7,23.3,14.7,6.3,52.0,X, ,X,낮음,X
2019-05-02,의정부,X,23.4,26.3,16.1,7.9,40.0,X, ,X,낮음,X
2019-05-02,횡성,X,23.5,26.2,15.5,6.0,58.0,X, ,X,낮음,X
2019-05-02,고양,X,24.5,27.6,15.5,6.3,43.0,X, ,X,낮음,X
2019-05-02,남양주,X,23.3,26.9,15.9,7.2,42.0,X, ,X,낮음,X
2019-05-02,안산,X,22.2,24.0,13.6,4.5,62.0,X, ,X,낮음,X
2019-05-02,광주,X,21.4,24.9,15.0,6.8,44.0,X, ,X,낮음,X
2019-05-02,여주,X,22.7,25.9,15.8,7.2,47.0,X, ,X,낮음,X
2019-05-02,용인,X,21.2,24.3,14.4,6.5,50.0,X, ,X,낮음,X
2019-05-02,오산,X,21.8,25.1,15.0,7.3,44.0,X, ,X,낮음,X
2019-05-02,평택,X,21.9,24.1,15.2,7.5,53.0,X, ,X,낮음,X
2019-05-02,화천,X,22.8,26.8,15.9,5.0,49.0,X, ,X,낮음,X
2019-05-02,양구,X,21.9,25.6,16.0,5.5,46.0,X, ,X,낮음,X
2019-05-02,시흥,X,21.8,25.0,15.0,6.1,47.0,X, ,X,낮음,X
2019-05-02,구리,X,23.0,26.2,16.4,8.1,42.0,X, ,X,낮음,X
2019-05-02,화성,X,21.9,25.4,14.9,7.4,44.0,X, ,X,낮음,X
2019-05-02,성남,X,22.2,25.2,16.1,7.4,43.0,X, ,X,매우높음,X
2019-05-02,과천,X,22.0,25.7,15.5,6.6,36.0,X, ,X,낮음,X
2019-05-02,양주,X,22.5,25.9,15.3,5.2,42.0,X, ,X,낮음,X
2019-05-02,단양,X,22.4,24.2,16.5,8.6,53.0,X, ,X,낮음,X
2019-05-02,진천,X,21.6,24.5,15.2,6.2,44.0,X, ,X,낮음,X
2019-05-02,괴산,X,21.5,24.2,14.3,5.2,54.0,X, ,X,낮음,X
2019-05-02,옥천,X,22.7,24.0,14.7,5.9,66.0,X, ,X,낮음,X
2019-05-02,공주,X,22.1,25.4,15.4,8.8,54.0,X, ,X,낮음,X
2019-05-02,서천,X,19.9,19.6,12.6,7.0,78.0,X, ,X,낮음,X
2019-05-02,논산,X,23.0,23.5,13.7,5.9,70.0,X, ,X,낮음,X
2019-05-02,당진,X,21.0,23.9,15.2,8.3,48.0,X, ,X,낮음,X
2019-05-02,청양,X,21.5,22.8,12.0,5.0,67.0,X, ,X,낮음,X
2019-05-02,음성,X,21.9,24.2,14.6,5.1,55.0,X, ,X,낮음,X
2019-05-02,증평,X,21.9,24.3,15.4,7.6,58.0,X, ,X,낮음,X
2019-05-02,태안,X,21.1,23.2,14.8,8.1,55.0,X, ,X,낮음,X
2019-05-02,예산,X,21.6,24.7,15.6,7.6,48.0,X, ,X,낮음,X
2019-05-02,아산,X,21.3,24.6,15.4,7.2,46.0,X, ,X,낮음,X
2019-05-02,계룡,X,22.1,23.3,11.8,2.8,67.0,X, ,X,낮음,X
2019-05-02,연천,X,22.7,26.1,15.1,4.5,45.0,X, ,X,낮음,X
2019-05-02,양양,X,25.1,27.2,19.1,10.0,51.0,X, ,X,낮음,X
2019-05-02,무안,X,20.3,21.1,13.4,7.1,68.0,X, ,X,낮음,X
2019-05-02,무주,X,22.0,23.9,13.5,5.2,69.0,X, ,X,낮음,X
2019-05-02,익산,X,22.1,22.5,13.1,5.4,77.0,X, ,X,낮음,X
2019-05-02,진안,X,19.8,20.6,11.6,3.5,71.0,X, ,X,낮음,X
2019-05-02,담양,X,22.7,24.3,13.2,3.9,74.0,X, ,X,낮음,X
2019-05-02,구례,X,22.3,24.8,14.9,5.7,50.0,X, ,X,낮음,X
2019-05-02,나주,X,22.5,23.8,13.6,4.2,74.0,X, ,X,낮음,X
2019-05-02,순천,X,23.7,26.0,18.3,11.4,44.0,X, ,X,낮음,X
2019-05-02,광양,X,23.8,26.2,17.7,7.3,45.0,X, ,X,낮음,X
2019-05-02,장성,X,21.2,22.8,13.0,4.8,66.0,X, ,X,낮음,X
2019-05-02,영암,X,21.4,22.0,13.0,4.9,70.0,X, ,X,낮음,X
2019-05-02,보성,X,21.4,23.5,13.8,4.0,58.0,X, ,X,낮음,X
2019-05-02,완주,X,21.7,22.5,12.8,4.9,69.0,X, ,X,낮음,X
2019-05-02,김제,X,20.1,20.5,13.4,7.7,69.0,X, ,X,낮음,X
2019-05-02,화순,X,21.3,24.1,14.2,5.9,52.0,X, ,X,낮음,X
2019-05-02,함평,X,22.3,22.4,13.4,6.0,73.0,X, ,X,낮음,X
2019-05-02,곡성,X,21.9,24.5,13.5,5.4,59.0,X, ,X,낮음,X
2019-05-02,영양,X,21.9,23.7,14.8,7.5,63.0,X, ,X,낮음,X
2019-05-02,성주,X,22.6,25.6,16.7,7.6,44.0,X, ,X,낮음,X
2019-05-02,고령,X,24.0,26.7,15.6,6.2,60.0,X, ,X,낮음,X
2019-05-02,청도,X,22.5,26.0,15.9,6.7,53.0,X, ,X,낮음,X
2019-05-02,예천,X,22.6,24.0,15.9,7.2,59.0,X, ,X,낮음,X
2019-05-02,김천,X,22.8,24.4,15.1,4.9,58.0,X, ,X,낮음,X
2019-05-02,군위,X,23.6,24.9,15.7,6.8,58.0,X, ,X,낮음,X
2019-05-02,칠곡,X,23.6,26.4,18.0,8.9,43.0,X, ,X,낮음,X
2019-05-02,경산,X,23.2,26.0,18.1,9.5,45.0,X, ,X,낮음,X
2019-05-02,삼척,X,22.1,23.2,17.2,10.6,59.0,X, ,X,낮음,X
2019-05-02,속초,X,23.8,26.9,18.4,10.4,48.0,X, ,X,낮음,X
2019-05-02,고성,X,21.9,22.1,15.3,8.1,65.0,X, ,X,낮음,X
2019-05-02,창녕,X,24.6,27.2,16.6,7.5,56.0,X, ,X,낮음,X
2019-05-02,함안,X,24.3,26.6,16.3,6.7,60.0,X, ,X,낮음,X
2019-05-02,춘천,X,21.9,26.6,16.2,6.2,43.6,X, ,X,높음,X
2019-05-02,하동,X,24.4,26.6,17.2,7.2,53.0,X, ,X,낮음,X
2019-05-02,철원,X,22.2,25.5,15.4,5.4,44.6,X, ,X,낮음,X
2019-05-02,동두천,X,24.3,27.6,16.7,7.4,37.6,X, ,X,낮음,X
2019-05-02,파주,X,22.8,25.8,15.0,4.8,47.4,X, ,X,낮음,X
2019-05-03,강릉,X,20.6,20.4,15.0,11.1,64.8,X, ,X,매우높음,X
2019-05-03,동해,X,19.2,19.5,14.3,10.5,69.1,X, ,X,낮음,X
2019-05-03,서울,X,23.4,26.1,17.9,10.1,37.5,X, ,X,매우높음,X
2019-05-03,인천,X,20.8,21.5,15.4,10.8,53.9,X, ,X,매우높음,X
2019-05-03,원주,X,23.1,27.0,17.8,8.0,35.0,X, ,X,낮음,X
2019-05-03,울릉도,X,18.6,19.1,14.4,11.9,56.0,X, ,X,낮음,X
2019-05-03,수원,X,24.7,26.9,16.3,7.2,53.1,X, ,X,낮음,X
