"일시","지점","폭염여부(O/X)","최고체감온도(°C)","최고기온(°C)","평균기온(°C)","최저기온(°C)","평균상대습도(%)","폭염특보(O/X)","폭염영향예보(단계)","열대야(O/X)","자외선지수(단계)","온열질환자(노인)발생여부"
"2022-09-29","서울","X","25.4","26.5","20.4","16.4","73.5","X","","X","높음","X"
"2022-09-30","서울","X","26.3","27.7","20.7","14.8","68.0","X","","X","높음","X"
"2023-05-01","서울","X","19.2","20.8","14.6","9.8","57.0","X","","X","높음","X"
"2023-05-02","서울","X","21.1","23.7","16.7","9.1","40.5","X","","X","매우높음","X"
"2023-05-03","서울","X","24.3","26.2","19.5","12.4","52.5","X","","X","매우높음","X"
"2023-05-04","서울","X","25.6","25.8","21.4","15.6","65.5","X","","X","높음","X"
"2023-05-05","서울","X","23.5","21.6","18.4","15.5","95.3","X","","X","낮음","X"
"2023-05-06","서울","X","18.4","15.5","12.6","11.7","85.6","X","","X","보통","X"
"2023-05-07","서울","X","17.7","18.6","14.4","11.1","47.1","X","","X","보통","X"
"2023-05-08","서울","X","20.8","22.0","15.3","7.9","55.3","X","","X","매우높음","X"
"2023-05-09","서울","X","22.7","24.4","17.0","10.0","55.4","X","","X","매우높음","X"
"2023-05-10","서울","X","23.6","26.0","18.4","10.7","53.3","X","","X","높음","X"
"2023-05-11","서울","X","24.8","26.7","19.5","12.8","50.1","X","","X","매우높음","X"
"2023-05-12","서울","X","22.3","24.7","18.4","13.1","50.9","X","","X","높음","X"
"2023-05-13","서울","X","23.0","23.9","17.8","12.6","62.0","X","","X","매우높음","X"
"2023-05-14","서울","X","22.6","23.8","18.1","12.9","56.5","X","","X","높음","X"
"2023-05-15","서울","X","26.3","27.9","20.6","12.8","54.6","X","","X","매우높음","X"
"2023-05-16","서울","X","29.4","31.2","24.0","17.2","51.9","X","","X","매우높음","X"
"2023-05-17","서울","X","27.2","28.7","23.5","18.6","63.6","X","","X","매우높음","X"
"2023-05-18","서울","X","27.2","27.6","21.2","18.8","74.8","X","","X","높음","X"
"2023-05-19","서울","X","27.1","27.8","22.3","16.7","61.4","X","","X","매우높음","X"
"2023-05-20","서울","X","26.8","26.7","21.2","16.6","66.9","X","","X","높음","X"
"2023-05-21","서울","X","21.6","21.9","17.8","15.3","74.0","X","","X","매우높음","X"
"2023-05-22","서울","X","24.7","26.8","20.3","15.9","61.3","X","","X","매우높음","X"
"2023-05-23","서울","X","24.6","26.9","20.5","14.1","48.0","X","","X","매우높음","X"
"2023-05-24","서울","X","24.4","25.9","20.6","14.8","49.8","X","","X","높음","X"
"2023-05-25","서울","X","24.9","27.4","21.2","15.7","46.6","X","","X","매우높음","X"
"2023-05-26","서울","X","26.0","27.3","21.4","15.8","57.4","X","","X","높음","X"
"2023-05-27","서울","X","22.7","20.7","19.3","18.6","87.4","X","","X","보통","X"
"2023-05-28","서울","X","23.4","20.2","19.2","18.4","98.9","X","","X","낮음","X"
"2023-05-29","서울","X","29.2","28.5","23.2","19.0","83.4","X","","X","보통","X"
"2023-05-30","서울","X","28.6","28.9","24.0","20.5","69.5","X","","X","높음","X"
"2023-05-31","서울","X","27.6","28.2","22.8","18.8","60.8","X","","X","보통","X"
"2023-06-01","서울","X","26.7","26.3","22.8","19.7","66.9","X","","X","보통","X"
"2023-06-02","서울","X","25.6","25.0","20.4","17.9","77.4","X","","X","높음","X"
"2023-06-03","서울","X","26.4","27.8","22.0","16.6","60.1","X","","X","매우높음","X"
"2023-06-04","서울","X","26.4","28.0","22.1","16.9","61.0","X","","X","매우높음","O"
"2023-06-05","서울","X","25.8","26.3","21.5","17.6","66.9","X","","X","매우높음","X"
"2023-06-06","서울","X","25.1","25.2","20.3","17.3","72.9","X","","X","높음","X"
"2023-06-07","서울","X","26.6","25.7","21.4","18.9","75.3","X","","X","보통","X"
"2023-06-08","서울","X","24.9","23.9","20.4","18.3","80.5","X","","X","보통","X"
"2023-06-09","서울","X","27.4","28.4","23.3","18.3","64.0","X","","X","매우높음","X"
"2023-06-10","서울","X","28.1","28.5","23.2","19.6","70.0","X","","X","보통","X"
"2023-06-11","서울","X","27.4","27.3","22.1","17.9","76.1","X","","X","높음","X"
"2023-06-12","서울","X","27.1","27.5","22.2","18.4","70.5","X","","X","매우높음","X"
"2023-06-13","서울","X","26.3","26.0","22.0","19.2","70.0","X","","X","높음","X"
"2023-06-14","서울","X","25.2","25.0","20.6","17.5","80.3","X","","X","높음","X"
"2023-06-15","서울","X","28.2","28.3","22.7","17.7","70.8","X","","X","높음","X"
"2023-06-16","서울","X","28.4","28.9","23.7","19.1","64.4","X","","X","매우높음","O"
"2023-06-17","서울","X","29.4","30.2","24.2","18.9","57.1","X","관심","X","매우높음","X"
"2023-06-18","서울","X","31.6","32.6","25.9","20.8","60.5","O","관심","X","높음","X"
"2023-06-19","서울","X","32.9","34.0","28.5","23.3","57.8","O","주의","X","매우높음","O"
"2023-06-20","서울","X","27.2","26.4","24.7","21.4","64.5","X","","X","보통","X"
"2023-06-21","서울","X","24.7","22.1","20.5","19.2","92.6","X","","X","보통","X"
"2023-06-22","서울","X","27.2","26.4","22.5","18.9","77.1","X","","X","높음","X"
"2023-06-23","서울","X","29.8","29.9","24.4","20.0","76.6","X","관심","X","높음","X"
"2023-06-24","서울","X","31.4","31.1","26.4","21.9","70.5","X","관심","X","매우높음","O"
"2023-06-25","서울","X","32.8","33.1","28.2","22.8","64.9","X","관심","X","매우높음","X"
"2023-06-26","서울","X","28.1","27.5","24.2","22.3","88.6","X","","X","낮음","X"
"2023-06-27","서울","X","29.2","29.1","25.3","21.4","73.1","X","","X","매우높음","X"
"2023-06-28","서울","X","30.8","30.1","26.5","24.2","77.4","X","","O","높음","O"
"2023-06-29","서울","X","28.4","25.9","24.2","23.2","95.4","X","","X","낮음","X"
"2023-06-30","서울","X","30.9","29.1","25.3","23.2","89.8","O","","X","보통","X"
"2023-07-01","서울","O","33.6","32.9","27.7","23.3","76.9","O","주의","X","매우높음","O"
"2023-07-02","서울","X","31.7","30.6","26.7","23.5","79.5","O","주의","X","높음","X"
"2023-07-03","서울","O","34.3","34.9","29.1","24.1","72.0","O","주의","O","매우높음","O"
"2023-07-04","서울","X","30.6","29.2","26.1","24.5","86.8","X","관심","X","매우높음","X"
"2023-07-05","서울","X","28.4","27.1","24.5","22.1","82.6","X","관심","X","높음","X"
"2023-07-06","서울","X","32.2","31.8","27.3","22.4","70.9","X","관심","X","매우높음","X"
"2023-07-07","서울","X","31.3","31.4","26.7","23.3","64.9","X","관심","X","매우높음","O"
"2023-07-08","서울","X","30.8","29.7","25.6","22.4","76.5","X","관심","O","높음","O"
"2023-07-09","서울","X","29.1","27.0","24.7","21.6","86.4","X","관심","X","보통","X"
"2023-07-10","서울","X","31.6","30.9","26.3","22.9","80.4","X","관심","X","낮음","X"
"2023-07-11","서울","X","28.6","25.9","23.5","21.6","92.4","X","관심","X","높음","X"
"2023-07-12","서울","X","30.7","29.1","25.8","22.0","86.4","X","관심","O","보통","O"
"2023-07-13","서울","X","29.6","26.5","25.2","24.7","95.0","X","","X","보통","X"
"2023-07-14","서울","X","28.5","25.1","24.6","23.9","99.1","X","","X","낮음","X"
"2023-07-15","서울","X","28.6","25.7","24.5","23.7","93.5","X","","X","보통","X"
"2023-07-16","서울","X","28.4","25.4","24.6","23.7","89.5","X","","X","보통","X"
"2023-07-17","서울","X","29.6","27.8","25.5","23.7","86.1","X","","X","보통","O"
"2023-07-18","서울","X","29.6","27.7","25.2","24.1","87.9","X","관심","X","낮음","X"
"2023-07-19","서울","X","32.9","32.4","27.2","22.5","78.8","O","관심","X","매우높음","O"
"2023-07-20","서울","O","33.0","32.8","27.9","24.0","74.0","O","주의","X","매우높음","O"
"2023-07-21","서울","O","33.9","34.3","29.5","24.6","69.6","O","경고","O","매우높음","O"
"2023-07-22","서울","X","32.6","32.5","27.7","24.6","73.9","O","경고","X","매우높음","X"
"2023-07-23","서울","X","28.9","25.8","25.2","24.5","94.3","X","경고","X","낮음","X"
"2023-07-24","서울","X","31.5","30.0","26.9","24.6","83.1","X","","O","매우높음","X"
"2023-07-25","서울","X","31.9","30.5","27.8","25.8","80.5","O","관심","X","매우높음","X"
"2023-07-26","서울","X","32.6","31.1","27.6","24.9","80.9","O","주의","X","높음","X"
"2023-07-27","서울","O","33.1","32.2","28.4","24.4","78.1","O","주의","O","매우높음","O"
"2023-07-28","서울","O","34.0","34.1","29.5","25.4","72.4","O","주의","O","매우높음","O"
"2023-07-29","서울","O","34.0","33.3","29.1","26.1","72.1","O","경고","X","매우높음","O"
"2023-07-30","서울","O","34.7","34.9","28.8","24.9","72.5","O","경고","O","매우높음","O"
"2023-07-31","서울","O","34.1","33.4","28.7","25.6","76.3","O","경고","O","높음","O"
"2023-08-01","서울","O","34.6","34.2","29.9","25.5","71.6","O","경고","O","매우높음","X"
"2023-08-02","서울","O","33.8","33.7","29.7","26.8","67.8","O","경고","O","매우높음","O"
"2023-08-03","서울","O","34.1","33.8","29.5","25.8","67.0","O","경고","O","높음","O"
"2023-08-04","서울","O","34.5","34.4","30.0","26.5","67.6","O","경고","O","높음","O"
"2023-08-05","서울","O","34.7","34.9","30.3","26.4","69.0","O","경고","O","매우높음","O"
"2023-08-06","서울","O","34.2","33.0","29.8","27.0","76.5","O","경고","O","높음","O"
"2023-08-07","서울","O","34.9","34.6","30.4","27.3","68.4","O","경고","O","높음","O"
"2023-08-08","서울","O","35.3","35.8","30.9","26.4","60.5","O","경고","O","높음","O"
"2023-08-09","서울","X","32.1","31.6","28.3","25.1","67.6","O","경고","X","높음","O"
"2023-08-10","서울","X","27.2","25.1","22.2","20.9","91.9","X","주의","X","낮음","O"
"2023-08-11","서울","X","27.6","24.9","23.5","21.6","93.1","X","","X","낮음","O"
"2023-08-12","서울","X","26.8","24.1","23.3","22.5","91.0","X","관심","X","보통","X"
"2023-08-13","서울","X","32.0","31.1","27.0","22.6","76.9","O","관심","X","보통","X"
"2023-08-14","서울","X","32.7","31.9","28.1","24.8","75.4","O","주의","X","높음","X"
"2023-08-15","서울","O","33.4","32.7","28.6","24.7","71.4","O","주의","X","보통","O"
"2023-08-16","서울","X","32.1","31.6","27.3","24.7","72.0","O","주의","X","높음","O"
"2023-08-17","서울","X","32.7","32.4","28.2","24.5","73.0","O","주의","O","높음","X"
"2023-08-18","서울","O","33.8","33.3","29.1","25.5","72.1","O","주의","O","높음","O"
"2023-08-19","서울","O","33.7","33.6","29.1","26.4","68.9","O","주의","O","보통","X"
"2023-08-20","서울","X","32.4","31.8","28.3","25.5","71.8","O","주의","O","보통","X"
"2023-08-21","서울","O","34.0","33.6","29.5","26.0","69.8","O","주의","O","보통","O"
"2023-08-22","서울","X","32.8","32.2","27.6","25.8","80.3","O","주의","O","보통","X"
"2023-08-23","서울","X","29.5","27.2","24.8","23.2","91.3","X","관심","X","낮음","X"
"2023-08-24","서울","X","29.6","27.8","25.1","22.3","84.8","X","","X","보통","X"
"2023-08-25","서울","X","30.8","30.0","26.5","24.0","77.9","X","관심","X","보통","X"
"2023-08-26","서울","X","30.8","30.3","26.4","23.3","72.3","X","관심","X","매우높음","X"
"2023-08-27","서울","X","30.6","29.6","26.1","22.7","75.0","X","관심","X","보통","X"
"2023-08-28","서울","X","27.4","25.6","22.7","20.8","87.5","X","","X","보통","X"
"2023-08-29","서울","X","28.3","25.5","23.9","22.5","89.6","X","","X","낮음","X"
"2023-08-30","서울","X","26.6","24.5","22.8","21.5","88.0","X","","X","보통","X"
"2023-08-31","서울","X","28.7","28.9","23.9","21.0","76.9","X","","X","높음","X"
"2023-09-01","서울","X","29.1","29.6","24.5","19.7","70.6","X","","X","높음","X"
"2023-09-02","서울","X","30.0","30.8","25.4","19.7","63.9","X","관심","X","매우높음","X"
"2023-09-03","서울","X","30.2","28.8","25.8","23.1","77.8","X","관심","X","보통","X"
"2023-09-04","서울","X","31.4","30.2","27.0","24.3","79.9","X","관심","O","높음","X"
"2023-09-05","서울","O","33.0","32.8","28.5","25.0","69.5","O","관심","X","높음","X"
"2023-09-06","서울","X","31.5","32.1","27.9","24.0","65.1","O","주의","X","높음","X"
"2023-09-07","서울","X","30.0","31.6","26.3","20.9","54.8","X","주의","X","높음","X"
"2023-09-08","서울","X","29.7","30.5","25.3","19.6","60.3","X","","X","높음","X"
"2023-09-09","서울","X","30.6","31.2","25.8","20.8","66.3","X","관심","X","높음","X"
"2023-09-10","서울","X","29.9","29.6","25.7","22.0","68.1","X","관심","X","보통","X"
"2023-09-11","서울","X","29.8","29.8","25.5","23.1","67.3","X","관심","X","높음","X"
"2023-09-12","서울","X","30.1","29.8","25.7","21.7","69.8","X","","X","보통","X"
"2023-09-13","서울","X","26.5","24.6","22.1","19.6","84.5","X","","X","보통","X"
"2023-09-14","서울","X","27.9","27.2","23.4","19.2","72.4","X","","X","보통","X"
"2023-09-15","서울","X","26.1","24.3","22.3","20.3","82.3","X","","X","낮음","X"
"2023-09-16","서울","X","28.5","26.6","23.9","22.0","87.8","X","","X","보통","X"
"2023-09-17","서울","X","29.6","28.0","24.7","22.0","84.8","X","","X","보통","X"
"2023-09-18","서울","X","29.9","28.9","24.7","22.1","79.1","X","","X","보통","X"
"2023-09-19","서울","X","28.2","27.2","24.1","21.6","81.1","X","","X","높음","X"
"2023-09-20","서울","X","26.3","23.9","20.6","18.8","90.4","X","","X","낮음","X"
"2023-09-21","서울","X","23.9","23.6","20.1","17.5","70.9","X","","X","낮음","X"
"2023-09-22","서울","X","25.7","26.7","20.5","15.2","68.4","X","","X","낮음","X"
"2023-09-23","서울","X","26.5","27.6","21.8","16.3","63.9","X","","X","낮음","X"
"2023-09-24","서울","X","25.0","26.2","21.8","17.9","56.4","X","","X","낮음","X"
"2023-09-25","서울","X","25.8","26.0","21.6","17.9","66.4","X","","X","낮음","X"
"2023-09-26","서울","X","23.7","20.8","19.9","18.6","95.8","X","","X","낮음","X"
"2023-09-27","서울","X","25.9","23.7","21.5","20.0","90.1","X","","X","낮음","X"
"2023-09-28","서울","X","27.8","27.3","22.7","19.6","78.3","X","","X","낮음","O"
"2023-09-29","서울","X","25.4","26.9","21.1","17.4","61.5","X","","X","낮음","X"
"2023-09-30","서울","X","24.0","22.2","19.7","17.1","77.0","X","","X","낮음","X"
"2024-05-01","서울","X","21.8","24.0","18.5","13.9","46.0","X","","X","낮음","X"
"2024-05-02","서울","X","21.9","23.7","18.1","12.4","48.4","X","","X","낮음","X"
"2024-05-03","서울","X","25.3","27.9","19.7","12.2","46.9","X","","X","낮음","X"
"2024-05-04","서울","X","25.8","28.5","21.4","14.6","44.8","X","","X","낮음","X"
"2024-05-05","서울","X","21.7","20.6","17.8","15.7","87.4","X","","X","낮음","X"
"2024-05-06","서울","X","18.4","15.7","13.9","13.4","92.9","X","","X","낮음","X"
"2024-05-07","서울","X","16.2","15.0","13.3","12.2","77.3","X","","X","낮음","X"
"2024-05-08","서울","X","20.4","21.4","14.7","9.0","58.8","X","","X","낮음","X"
"2024-05-09","서울","X","20.6","21.8","16.1","10.9","63.6","X","","X","낮음","X"
"2024-05-10","서울","X","22.6","23.8","17.9","12.5","55.6","X","","X","낮음","X"
"2024-05-11","서울","X","22.5","22.0","17.0","14.0","80.0","X","","X","낮음","X"
"2024-05-12","서울","X","21.2","21.6","16.6","11.9","65.0","X","","X","낮음","X"
"2024-05-13","서울","X","22.9","24.5","18.3","11.9","51.9","X","","X","낮음","X"
"2024-05-14","서울","X","22.6","24.7","18.8","12.7","43.3","X","","X","낮음","X"
"2024-05-15","서울","X","19.3","18.8","12.6","7.2","74.3","X","","X","낮음","X"
"2024-05-16","서울","X","18.8","19.8","13.7","6.9","61.3","X","","X","낮음","X"
"2024-05-17","서울","X","24.2","24.9","18.3","10.8","63.6","X","심각","X","낮음","X"
"2024-05-18","서울","X","26.1","26.5","20.7","16.0","65.3","X","","X","낮음","X"
"2024-05-19","서울","X","26.9","27.9","21.5","15.9","63.1","X","","X","낮음","X"
"2024-05-20","서울","X","23.8","22.8","19.4","16.8","75.0","X","","X","낮음","X"
"2024-05-21","서울","X","27.4","28.3","21.7","16.3","68.1","X","","X","낮음","X"
"2024-05-22","서울","X","25.3","25.5","20.5","16.4","68.9","X","","X","낮음","X"
"2024-05-23","서울","X","26.2","26.4","20.2","15.8","67.9","X","","X","낮음","X"
"2024-05-24","서울","X","25.4","24.7","20.1","15.7","75.1","X","","X","낮음","X"
"2024-05-25","서울","X","24.4","24.7","21.4","18.7","62.8","X","","X","낮음","X"
"2024-05-26","서울","X","23.4","23.7","19.9","17.0","74.3","X","","X","낮음","X"
"2024-05-27","서울","X","22.1","22.6","18.5","14.1","63.4","X","","X","낮음","X"
"2024-05-28","서울","X","24.4","26.1","20.4","14.3","54.8","X","","X","낮음","X"
"2024-05-29","서울","X","25.0","26.8","21.2","15.4","51.6","X","","X","낮음","X"
"2024-05-30","서울","X","23.6","24.6","20.7","16.2","49.1","X","","X","낮음","X"
"2024-05-31","서울","X","24.3","25.4","20.4","16.9","60.0","X","","X","낮음","X"
"2024-06-01","서울","X","24.0","25.2","20.7","17.5","61.3","X","","X","낮음","X"
"2024-06-02","서울","X","24.7","25.8","20.4","15.7","51.9","X","","X","낮음","X"
"2024-06-03","서울","X","26.6","28.7","22.2","15.7","47.4","X","","X","낮음","X"
"2024-06-04","서울","X","27.0","29.3","22.8","16.3","42.1","X","","X","낮음","O"
"2024-06-05","서울","X","28.9","30.1","23.6","18.1","53.9","X","","X","낮음","X"
"2024-06-06","서울","X","29.3","31.4","24.1","19.3","54.3","X","","X","낮음","X"
"2024-06-07","서울","X","26.9","28.0","23.1","18.3","54.3","X","","X","낮음","X"
"2024-06-08","서울","X","25.4","25.0","20.3","17.9","79.5","X","","X","낮음","X"
"2024-06-09","서울","X","28.5","28.8","22.9","17.4","68.9","X","","X","낮음","X"
"2024-06-10","서울","X","30.4","31.1","24.7","19.0","66.3","X","","X","낮음","X"
"2024-06-11","서울","X","30.8","31.6","25.4","21.7","62.4","X","","X","낮음","O"
"2024-06-12","서울","X","30.5","31.8","24.8","19.2","60.8","X","","X","낮음","X"
"2024-06-13","서울","X","30.9","32.8","26.4","20.0","51.4","X","관심","X","낮음","O"
"2024-06-14","서울","X","31.4","33.0","26.3","21.4","56.0","X","관심","X","낮음","X"
"2024-06-15","서울","X","28.5","28.2","24.2","21.8","72.3","X","","X","낮음","X"
"2024-06-16","서울","X","28.5","29.5","24.3","19.9","58.4","X","","X","낮음","X"
"2024-06-17","서울","X","27.9","30.2","24.8","18.9","48.4","X","","X","낮음","X"
"2024-06-18","서울","X","31.5","32.9","26.0","20.4","59.5","X","관심","X","낮음","O"
"2024-06-19","서울","O","33.6","35.8","28.8","21.4","54.3","O","관심","X","낮음","X"
"2024-06-20","서울","X","32.7","35.4","29.4","23.4","45.1","O","주의","X","낮음","X"
"2024-06-21","서울","X","31.7","33.9","28.1","22.9","49.8","O","주의","O","낮음","O"
"2024-06-22","서울","X","27.3","26.1","24.2","22.6","80.6","O","주의","X","낮음","X"
"2024-06-23","서울","X","30.7","30.1","25.1","22.5","79.5","X","","X","낮음","X"
"2024-06-24","서울","X","28.6","27.9","24.3","21.2","70.4","X","","X","낮음","O"
"2024-06-25","서울","X","26.6","27.2","22.9","19.1","61.9","X","","X","낮음","X"
"2024-06-26","서울","X","30.2","31.6","24.9","18.9","61.0","X","","X","낮음","X"
"2024-06-27","서울","X","30.0","31.6","26.3","20.6","55.0","X","관심","X","낮음","X"
"2024-06-28","서울","X","30.9","32.5","26.6","21.3","54.6","X","관심","X","낮음","X"
"2024-06-29","서울","X","31.4","32.3","26.7","21.6","65.1","X","관심","X","낮음","O"
"2024-06-30","서울","X","27.6","24.9","23.5","22.0","88.5","X","관심","X","낮음","X"
"2024-07-01","서울","X","30.9","31.3","26.3","22.0","69.1","X","관심","X","낮음","X"
"2024-07-02","서울","X","27.1","25.2","23.2","21.9","90.0","X","","X","낮음","X"
"2024-07-03","서울","X","27.6","25.9","24.7","23.6","80.3","X","","X","낮음","X"
"2024-07-04","서울","X","31.1","30.6","26.8","23.2","74.8","X","","X","낮음","X"
"2024-07-05","서울","X","28.3","26.1","23.4","21.3","80.5","X","관심","X","낮음","X"
"2024-07-06","서울","X","31.6","30.0","25.1","22.1","84.1","X","관심","X","낮음","X"
"2024-07-07","서울","X","29.5","28.2","24.4","21.5","85.1","X","관심","X","낮음","X"
"2024-07-08","서울","X","27.4","24.5","23.8","23.1","93.4","X","","X","낮음","X"
"2024-07-09","서울","X","28.7","26.7","24.5","22.7","86.9","X","","X","낮음","X"
"2024-07-10","서울","X","31.6","31.1","26.6","22.7","77.1","O","관심","X","낮음","X"
"2024-07-11","서울","X","30.1","28.9","25.7","23.3","79.6","O","주의","X","낮음","O"
"2024-07-12","서울","X","31.0","30.2","25.6","21.8","79.5","O","주의","X","낮음","X"
"2024-07-13","서울","X","32.9","33.3","28.1","23.5","70.0","O","주의","X","낮음","X"
"2024-07-14","서울","X","32.3","32.1","28.4","24.9","65.9","O","주의","X","낮음","X"
"2024-07-15","서울","X","31.7","31.3","28.4","24.5","64.6","O","주의","O","낮음","O"
"2024-07-16","서울","X","31.6","30.7","27.0","24.6","78.4","X","주의","X","낮음","X"
"2024-07-17","서울","X","30.1","28.1","25.4","24.1","91.6","X","","X","낮음","X"
"2024-07-18","서울","X","28.5","25.6","24.3","23.1","95.3","X","","X","낮음","X"
"2024-07-19","서울","X","31.6","30.8","27.0","24.2","80.1","X","관심","O","낮음","X"
"2024-07-20","서울","X","31.9","30.6","27.2","25.1","80.4","X","관심","X","낮음","X"
"2024-07-21","서울","X","31.5","29.8","26.5","22.5","83.6","X","관심","O","낮음","X"
"2024-07-22","서울","X","30.3","27.9","26.6","24.3","89.0","O","관심","O","낮음","X"
"2024-07-23","서울","X","29.7","27.3","26.4","25.8","87.9","O","관심","O","낮음","O"
"2024-07-24","서울","X","32.6","30.9","28.1","26.0","85.0","O","관심","O","낮음","X"
"2024-07-25","서울","O","33.3","32.2","28.8","25.4","79.8","O","주의","O","낮음","O"
"2024-07-26","서울","O","34.1","32.7","28.7","25.2","81.9","O","경고","O","낮음","X"
"2024-07-27","서울","O","33.0","31.7","28.9","27.5","83.6","O","경고","O","낮음","O"
"2024-07-28","서울","O","33.0","32.2","29.2","27.3","76.0","O","경고","O","낮음","X"
"2024-07-29","서울","X","30.0","27.8","27.4","26.8","84.0","O","경고","O","낮음","X"
"2024-07-30","서울","O","33.2","31.9","28.6","26.3","78.8","O","주의","O","낮음","X"
"2024-07-31","서울","O","33.8","33.3","29.4","27.0","74.5","O","주의","O","낮음","O"
"2024-08-01","서울","O","34.2","33.2","29.9","27.3","75.5","O","경고","O","낮음","X"
"2024-08-02","서울","O","33.9","32.5","29.6","28.2","79.4","O","경고","O","낮음","O"
"2024-08-03","서울","O","34.7","34.2","30.2","27.2","75.0","O","경고","O","낮음","O"
"2024-08-04","서울","O","36.1","36.2","31.8","27.3","69.3","O","경고","O","낮음","O"
"2024-08-05","서울","O","34.7","33.7","30.0","26.9","75.5","O","경고","O","낮음","O"
"2024-08-06","서울","O","34.0","33.5","29.5","25.6","74.8","O","경고","O","낮음","O"
"2024-08-07","서울","O","33.7","33.4","29.6","27.2","72.0","O","경고","O","낮음","O"
"2024-08-08","서울","X","32.6","31.6","28.5","26.9","77.5","O","경고","O","낮음","X"
"2024-08-09","서울","O","33.9","33.6","29.3","25.6","74.1","O","경고","O","낮음","O"
"2024-08-10","서울","O","33.9","33.6","30.0","26.4","70.8","O","경고","O","낮음","O"
"2024-08-11","서울","O","34.4","34.4","30.8","27.8","67.8","O","경고","O","낮음","O"
"2024-08-12","서울","O","34.6","34.1","31.1","28.2","70.5","O","경고","O","낮음","O"
"2024-08-13","서울","O","36.1","36.4","31.3","28.1","70.0","O","경고","O","낮음","O"
"2024-08-14","서울","O","35.1","34.9","30.0","27.3","73.0","O","경고","O","낮음","O"
"2024-08-15","서울","O","34.7","34.6","29.2","26.7","74.6","O","경고","O","낮음","O"
"2024-08-16","서울","O","34.5","34.3","29.8","26.8","69.4","O","경고","O","낮음","X"
"2024-08-17","서울","O","34.1","34.0","29.8","27.2","71.0","O","경고","O","낮음","O"
"2024-08-18","서울","O","34.4","33.9","29.5","27.0","73.8","O","경고","O","낮음","O"
"2024-08-19","서울","O","34.8","35.3","29.7","26.3","72.3","O","경고","O","낮음","O"
"2024-08-20","서울","O","35.4","35.4","31.4","27.0","68.3","O","경고","O","낮음","X"
"2024-08-21","서울","X","32.3","30.8","28.4","26.9","85.9","O","경고","O","낮음","O"
"2024-08-22","서울","X","32.0","30.3","28.6","27.1","79.9","O","주의","O","낮음","O"
"2024-08-23","서울","X","32.6","31.8","28.4","26.4","73.5","O","주의","O","낮음","O"
"2024-08-24","서울","X","32.2","30.9","27.6","25.1","78.8","O","주의","X","낮음","X"
"2024-08-25","서울","O","33.2","32.7","28.5","24.9","76.6","O","경고","O","낮음","X"
"2024-08-26","서울","X","31.8","30.6","28.1","25.6","77.8","O","경고","O","낮음","X"
"2024-08-27","서울","X","30.4","30.3","26.5","24.6","69.8","O","주의","X","낮음","X"
"2024-08-28","서울","X","32.8","33.2","28.2","23.0","62.1","O","주의","X","낮음","X"
"2024-08-29","서울","O","33.2","33.5","28.4","23.4","61.0","O","주의","X","낮음","X"
"2024-08-30","서울","X","32.4","32.9","28.0","23.7","64.0","O","주의","X","낮음","O"
"2024-08-31","서울","X","31.9","33.0","27.6","22.6","65.6","O","주의","X","낮음","O"
"2024-09-01","서울","X","30.7","31.6","27.1","24.6","64.9","X","주의","X","낮음","X"
"2024-09-02","서울","X","28.1","26.9","24.5","22.2","73.6","X","","X","낮음","X"
"2024-09-03","서울","X","31.1","32.0","27.0","23.2","54.5","X","관심","X","낮음","X"
"2024-09-04","서울","X","32.3","33.3","27.9","23.2","61.4","X","관심","O","낮음","X"
"2024-09-05","서울","X","29.7","28.8","26.3","25.6","79.1","X","관심","X","낮음","X"
"2024-09-06","서울","X","27.9","25.7","24.0","23.3","79.3","X","관심","X","낮음","X"
"2024-09-07","서울","X","31.1","31.3","26.5","22.8","68.9","X","관심","X","낮음","X"
"2024-09-08","서울","X","32.2","32.8","27.2","22.6","69.6","O","관심","X","낮음","X"
"2024-09-09","서울","O","33.8","34.1","28.5","24.1","69.0","O","주의","O","낮음","O"
"2024-09-10","서울","O","33.9","33.9","29.4","25.6","67.3","O","주의","O","낮음","O"
"2024-09-11","서울","O","34.6","34.6","29.0","25.4","71.5","O","주의","O","낮음","X"
"2024-09-12","서울","X","29.6","27.1","25.4","24.8","91.5","O","경고","X","낮음","X"
"2024-09-13","서울","X","30.2","28.0","25.9","24.2","91.4","X","관심","O","낮음","O"
"2024-09-14","서울","X","32.7","32.2","28.0","25.2","80.3","X","관심","X","낮음","X"
"2024-09-15","서울","O","33.1","32.4","27.5","24.2","73.6","O","관심","X","낮음","X"
"2024-09-16","서울","X","32.7","32.2","26.8","21.3","74.0","O","주의","O","낮음","X"
"2024-09-17","서울","O","34.0","33.2","28.6","25.8","77.0","O","주의","O","낮음","O"
"2024-09-18","서울","O","34.3","33.6","29.4","26.5","76.8","O","주의","O","낮음","O"
"2024-09-19","서울","O","33.6","32.6","29.1","25.6","77.4","O","경고","O","낮음","X"
"2024-09-20","서울","X","30.8","28.6","25.0","17.9","89.8","X","경고","X","낮음","X"
"2024-09-21","서울","X","23.4","21.9","19.3","17.1","82.3","X","","X","낮음","X"
"2024-09-22","서울","X","26.6","26.7","21.0","16.9","67.4","X","","X","낮음","X"
"2024-09-23","서울","X","25.3","26.1","20.8","16.6","58.3","X","","X","낮음","X"
"2024-09-24","서울","X","25.6","26.9","21.0","15.6","57.9","X","","X","낮음","X"
