ÀÏ½Ã,ÁöÁ¡,Æø¿°¿©ºÎ(O/X),ÃÖ°íÃ¼°¨¿Âµµ(¡ÆC),ÃÖ°í±â¿Â(¡ÆC),Æò±Õ±â¿Â(¡ÆC),ÃÖÀú±â¿Â(¡ÆC),Æò±Õ»ó´ë½Àµµ(%),Æø¿°Æ¯º¸(O/X),Æø¿°¿µÇâ¿¹º¸(´Ü°è),¿­´ë¾ß(O/X),ÀÚ¿Ü¼±Áö¼ö(´Ü°è)
6/1/2026,ÀÌÃµ(203),X,28.5,29.7,21.9,14.7,65,X, ,X,³·À½
6/1/2026,ÀÎÁ¦(211),X,25.2,26,18.8,13.3,69.1,X, ,X,³·À½
6/1/2026,È«Ãµ(212),X,26.3,28.3,20.5,13.7,65.1,X, ,X,³·À½
6/1/2026,ÅÂ¹é(216),X,24.9,27.1,19.4,12,58,X, ,X,³·À½
6/1/2026,Á¤¼±±º(217),X,26.2,28.4,19.2,11.6,59.3,X, ,X,³·À½
6/1/2026,Á¦Ãµ(221),X,26.2,28.2,20.3,13.1,61.8,X, ,X,³·À½
6/1/2026,º¸Àº(226),X,28.4,29.5,21.8,13.9,66.4,X, ,X,³·À½
6/1/2026,Ãµ¾È(232),X,27.3,29.1,21.9,13.3,60.8,X,°ü½É,X,³·À½
6/1/2026,º¸·É(235),X,28.3,28.2,22.4,14.8,61.6,X, ,X,³·À½
6/1/2026,ºÎ¿©(236),X,28.5,30,22.8,14.5,66.6,X,°ü½É,X,³·À½
6/1/2026,±Ý»ê(238),X,29.8,30.4,22.9,14.8,66.8,X, ,X,³·À½
6/1/2026,¼¼Á¾(239),X,27.8,29.1,22.8,15.8,59.4,X, ,X,³·À½
6/1/2026,ºÎ¾È(243),X,28.8,30.1,23.8,17.6,61.8,X,°ü½É,X,³·À½
6/1/2026,ÀÓ½Ç(244),X,28.8,29.2,22.2,13.2,68,X, ,X,³·À½
6/1/2026,Á¤À¾(245),X,30.4,31.3,24.2,17.1,59.1,X,°ü½É,X,³·À½
6/1/2026,³²¿ø(247),X,30.2,30.6,23.3,15.1,65.1,X,°ü½É,X,³·À½
6/1/2026,Àå¼ö(248),X,28.1,28.4,21.4,12,72.3,X, ,X,³·À½
6/1/2026,¿µ±¤±º(252),X,30,30.4,23.1,16.3,64.6,X, ,X,³·À½
6/1/2026,±èÇØ½Ã(253),X,31,31.5,23.3,17.6,69.9,X,°ü½É,X,³·À½
6/1/2026,¼øÃ¢±º(254),X,29.4,30.7,23.1,14.9,63.1,X, ,X,³·À½
6/1/2026,¾ç»ê½Ã(257),X,31.6,31.9,23.9,15.9,68.6,X,°ü½É,X,³·À½
6/1/2026,°­Áø±º(259),X,29.5,29.1,21.8,14.7,78.6,X, ,X,³·À½
6/1/2026,ÀåÈï(260),X,28.6,27.9,21.4,14.4,79,X, ,X,³·À½
6/1/2026,ÇØ³²(261),X,29.3,28.5,21.5,14.6,80.6,X,°ü½É,X,³·À½
6/1/2026,°íÈï(262),X,29.6,29.5,21.8,13.6,77,X, ,X,³·À½
6/1/2026,ÀÇ·É±º(263),X,29.5,31.1,22.8,13.9,62.4,X, ,X,³·À½
6/1/2026,ÇÔ¾ç±º(264),X,29.3,31.1,22.4,12.7,57.1,X, ,X,³·À½
6/1/2026,Áøµµ±ºASOS(268),X,28.3,27.4,20.6,13.3,83.1,X, ,X,³·À½
6/1/2026,ºÀÈ­(271),X,26.6,28.5,19.7,11.3,67.3,X, ,X,³·À½
6/1/2026,¿µÁÖ(272),X,27.6,28.5,21.2,14.2,63.8,X, ,X,³·À½
6/1/2026,¹®°æ(273),X,29.3,30,22.4,14.3,63.4,X, ,X,³·À½
6/1/2026,Ã»¼Û±º(276),X,28.5,30.5,21.7,12.1,64.5,X, ,X,³·À½
6/1/2026,¿µ´ö(277),X,29.1,31.3,23,14.6,58.4,X,°ü½É,X,³·À½
6/1/2026,ÀÇ¼º(278),X,29.7,31.6,22.8,13.6,63.8,X, ,X,³·À½
6/1/2026,±¸¹Ì(279),X,30.1,31.7,25,16.7,53,X, ,X,³·À½
6/1/2026,¿µÃµ(281),X,29.7,30.8,22.8,13.5,63.5,X, ,X,³·À½
6/1/2026,°æÁÖ½Ã(283),X,31.3,32.4,23.1,13.8,63.1,X,°ü½É,X,³·À½
6/1/2026,°ÅÃ¢(284),X,30.2,30.4,22,12.4,70.3,X, ,X,³·À½
6/1/2026,ÇÕÃµ(285),X,30.3,30.8,23,13.8,68.5,X, ,X,³·À½
6/1/2026,¹Ð¾ç(288),X,30.9,31.9,23.8,15.7,62.5,X,°ü½É,X,³·À½
6/1/2026,»êÃ»(289),X,30.1,30.3,22.1,13.6,71.1,X, ,X,³·À½
6/1/2026,°ÅÁ¦(294),X,28.7,28.6,22.5,17,69.5,X, ,X,³·À½
6/1/2026,³²ÇØ(295),X,28.8,28.7,22.2,17.6,72,X, ,X,³·À½
6/1/2026,ºÎÃµ(433),X,27.5,29.2,22.7,18,46,X, ,X,³·À½
6/1/2026,¾È¾ç(434),X,,28.9,23.7,19.3,,X, ,X,³·À½
6/1/2026,±¤¸í(437),X,27.4,29.5,24.1,19.8,40,X, ,X,³·À½
6/1/2026,±ºÆ÷(438),X,27.2,29.8,23.1,18.5,42,X, ,X,³·À½
6/1/2026,±èÆ÷(441),X,27.1,28.6,21.6,15.8,64,X, ,X,³·À½
6/1/2026,ÇÏ³²(444),X,27.9,30,22.3,15.3,54,X, ,X,³·À½
6/1/2026,ÀÇ¿Õ(445),X,28.1,29.9,21.4,14.5,53,X, ,X,³·À½
6/1/2026,Æ÷Ãµ(504),X,26.5,28.1,20.4,13.7,62,X, ,X,³·À½
6/1/2026,°¡ÆòÁ¶Á¾(505),X,26.8,27.8,19.7,11.6,69,X, ,X,³·À½
6/1/2026,¾È¼º(516),X,27.9,30,23.1,15.6,58,X, ,X,³·À½
6/1/2026,°£¼º(517),X,26.1,27.6,22.3,15.9,48,X,°ü½É,X,³·À½
6/1/2026,ÆòÃ¢(526),X,26.2,28.6,19.4,12.8,64,X, ,X,³·À½
6/1/2026,ÀÇÁ¤ºÎ(532),X,27.5,29.7,20.9,14.3,57,X, ,X,³·À½
6/1/2026,È¾¼º(536),X,26.8,28.9,20.5,13.4,67,X, ,X,³·À½
6/1/2026,°í¾ç(540),X,28.8,31,20.5,13.9,60,X, ,X,³·À½
6/1/2026,³²¾çÁÖ(541),X,28.8,30.4,21.7,14.8,58,X, ,X,³·À½
6/1/2026,¾È»ê(545),X,28.3,29.7,19.6,11.8,71,X, ,X,³·À½
6/1/2026,°æ±â±¤ÁÖ(546),X,27,28.6,20.8,14.3,61,X, ,X,³·À½
6/1/2026,¿©ÁÖ(548),X,28.1,30.8,22.3,15,57,X, ,X,³·À½
6/1/2026,¿ëÀÎ(549),X,27.5,29.6,21.8,14.7,55,X, ,X,³·À½
6/1/2026,¿À»ê(550),X,27.6,29.5,21.4,13.5,59,X, ,X,³·À½
6/1/2026,ÆòÅÃ(551),X,29.1,30.6,23.2,16.4,61,X, ,X,³·À½
6/1/2026,È­Ãµ(555),X,26.4,26.6,18.9,12.8,75,X, ,X,³·À½
6/1/2026,¾ç±¸(556),X,25.2,26.6,18.6,12.5,72,X, ,X,³·À½
6/1/2026,½ÃÈï(565),X,27.7,29.1,20.2,13.6,66,X, ,X,³·À½
6/1/2026,±¸¸®(569),X,28.4,30,21.5,15.5,57,X, ,X,³·À½
6/1/2026,È­¼º(571),X,27.4,29.2,22,16.4,55,X, ,X,³·À½
6/1/2026,¼º³²(572),X,26.9,29.5,22,15.9,55,X, ,X,³·À½
6/1/2026,°úÃµ(590),X,27.8,29.3,20.4,13.3,61,X, ,X,³·À½
6/1/2026,¾çÁÖ(598),X,26.6,28.6,19.9,12.7,64,X, ,X,³·À½
6/1/2026,´Ü¾ç(601),X,27.3,29.2,20.7,13.4,66,X, ,X,³·À½
6/1/2026,ÁøÃµ(602),X,26.9,29.1,22.2,14.9,60,X, ,X,³·À½
6/1/2026,±«»ê(603),X,27.5,29.5,21.5,12.7,64,X, ,X,³·À½
6/1/2026,¿ÁÃµ(604),X,30.3,31.5,23,14.7,66,X, ,X,³·À½
6/1/2026,È«ºÏ(608),X,,,,,,X, ,X,³·À½
6/1/2026,°øÁÖ(612),X,28.2,29.7,22.3,13.8,65,X, ,X,³·À½
6/1/2026,¼­Ãµ(614),X,27,27.8,22.1,15,70,X, ,X,³·À½
6/1/2026,³í»ê(615),X,28.5,29.5,23.2,15.8,66,X, ,X,³·À½
6/1/2026,´çÁø(616),X,26.8,29,21.7,14.8,57,X, ,X,³·À½
6/1/2026,Ã»¾ç(618),X,28,29.7,21.6,12.6,69,X,°ü½É,X,³·À½
6/1/2026,À½¼º(619),X,27.6,29.8,21.6,13.6,65,X, ,X,³·À½
6/1/2026,ÁõÆò(623),X,26.9,29.7,23.1,15.1,50,X, ,X,³·À½
6/1/2026,ÅÂ¾È(627),X,25.2,26.2,21.2,14.8,63,X, ,X,³·À½
6/1/2026,¿¹»ê(628),X,26.6,29,22.3,15.2,57,X, ,X,³·À½
6/1/2026,¾Æ»ê(634),X,28.9,31.4,22.3,15.6,54,X,°ü½É,X,³·À½
6/1/2026,°è·æ(636),X,28,28.6,20.7,11.6,75,X, ,X,³·À½
6/1/2026,¿¬ÃµÃ»»ê(652),X,26.3,26.4,19.3,12.5,67,X, ,X,³·À½
6/1/2026,¾ç¾ç(670),X,26.2,28.7,25.3,21.3,37,X,°ü½É,X,³·À½
6/1/2026,¹«¾È(699),X,29.6,29.7,23.3,16.1,69,X,°ü½É,X,³·À½
6/1/2026,¹«ÁÖ(701),X,28.9,30.3,22.2,14.1,62,X, ,X,³·À½
6/1/2026,ÀÍ»ê(702),X,30.3,30.8,23.8,16.6,71,X,°ü½É,X,³·À½
6/1/2026,Áø¾È(703),X,28.6,28.5,21.2,12.5,72,X, ,X,³·À½
6/1/2026,´ã¾ç(706),X,30.4,30.4,23.7,15.8,71,X, ,X,³·À½
6/1/2026,±¸·Ê(709),X,30.5,31.2,22.8,14.5,68,X, ,X,³·À½
6/1/2026,³ªÁÖ(710),X,29.8,30,22.7,14.8,72,X, ,X,³·À½
6/1/2026,¼øÃµ½Ã(712),X,28.8,28.1,22,16,78,X, ,X,³·À½
6/1/2026,±¤¾çÀ¾(713),X,31.2,31.4,23.4,15.4,71,X, ,X,³·À½
6/1/2026,Àå¼º(730),X,30.4,30.9,23.2,14.5,69,X, ,X,³·À½
6/1/2026,¿µ¾Ï(731),X,29.6,29.4,23.3,14.9,70,X, ,X,³·À½
6/1/2026,º¸¼º(732),X,27.1,27.4,20.1,12.7,74,X, ,X,³·À½
6/1/2026,¿ÏÁÖ(734),X,30,30.5,22.3,14.9,69,X,°ü½É,X,³·À½
6/1/2026,±èÁ¦(737),X,30.6,31.1,23.8,17.1,67,X,°ü½É,X,³·À½
6/1/2026,È­¼ø(741),X,30.5,30.4,23,15.2,71,X, ,X,³·À½
6/1/2026,ÇÔÆò(754),X,29.7,29.8,22.8,15.3,70,X, ,X,³·À½
6/1/2026,°î¼º(768),X,30.7,30.6,22.6,14,74,X, ,X,³·À½
6/1/2026,¾ÐÇØµµ(789),X,29.4,28.9,22.9,17.1,72,X,°ü½É,X,³·À½
6/1/2026,¿µ¾ç(801),X,28.7,30.2,21.2,13.2,68,X, ,X,³·À½
6/1/2026,¼ºÁÖ(810),X,30.3,30.3,23.1,13.8,68,X, ,X,³·À½
6/1/2026,°í·É(812),X,31.1,31.6,23,13.4,70,X, ,X,³·À½
6/1/2026,Ã»µµ(813),X,30.4,31.2,22.5,13.3,71,X, ,X,³·À½
6/1/2026,¿¹Ãµ(815),X,28.8,30.1,23,15.7,61,X,°ü½É,X,³·À½
6/1/2026,±èÃµ(822),X,30.8,32.4,25,15.1,61,X, ,X,³·À½
6/1/2026,±ºÀ§(823),X,29.8,31.1,23,14,70,X, ,X,³·À½
6/1/2026,±ºÀ§(823),X,29.8,31.1,23,14,70,X, ,X,³·À½
6/1/2026,±ºÀ§(823),X,29.8,31.1,23,14,70,X, ,X,³·À½
6/1/2026,±ºÀ§(823),X,29.8,31.1,23,14,70,X, ,X,³·À½
6/1/2026,±ºÀ§(823),X,29.8,31.1,23,14,70,X, ,X,³·À½
6/1/2026,±ºÀ§(823),X,29.8,31.1,23,14,70,X, ,X,³·À½
6/1/2026,±ºÀ§(823),X,29.8,31.1,23,14,70,X, ,X,³·À½
6/1/2026,±ºÀ§(823),X,29.8,31.1,23,14,70,X, ,X,³·À½
6/1/2026,±ºÀ§(823),X,29.8,31.1,23,14,70,X, ,X,³·À½
6/1/2026,±ºÀ§(823),X,29.8,31.1,23,14,70,X, ,X,³·À½
6/1/2026,±ºÀ§(823),X,29.8,31.1,23,14,70,X, ,X,³·À½
6/1/2026,±ºÀ§(823),X,29.8,31.1,23,14,70,X, ,X,³·À½
6/1/2026,±ºÀ§(823),X,29.8,31.1,23,14,70,X, ,X,³·À½
6/1/2026,±ºÀ§(823),X,29.8,31.1,23,14,70,X, ,X,³·À½
6/1/2026,±ºÀ§(823),X,29.8,31.1,23,14,70,X, ,X,³·À½
6/1/2026,±ºÀ§(823),X,29.8,31.1,23,14,70,X, ,X,³·À½
6/1/2026,±ºÀ§(823),X,29.8,31.1,23,14,70,X, ,X,³·À½
6/1/2026,±ºÀ§(823),X,29.8,31.1,23,14,70,X, ,X,³·À½
6/1/2026,±ºÀ§(823),X,29.8,31.1,23,14,70,X, ,X,³·À½
6/1/2026,±ºÀ§(823),X,29.8,31.1,23,14,70,X, ,X,³·À½
6/1/2026,±ºÀ§(823),X,29.8,31.1,23,14,70,X, ,X,³·À½
6/1/2026,±ºÀ§(823),X,29.8,31.1,23,14,70,X, ,X,³·À½
6/1/2026,±ºÀ§(823),X,29.8,31.1,23,14,70,X, ,X,³·À½
6/1/2026,±ºÀ§(823),X,29.8,31.1,23,14,70,X, ,X,³·À½
6/1/2026,±ºÀ§(823),X,29.8,31.1,23,14,70,X, ,X,³·À½
6/1/2026,±ºÀ§(823),X,29.8,31.1,23,14,70,X, ,X,³·À½
6/1/2026,±ºÀ§(823),X,29.8,31.1,23,14,70,X, ,X,³·À½
6/1/2026,±ºÀ§(823),X,29.8,31.1,23,14,70,X, ,X,³·À½
6/1/2026,±ºÀ§(823),X,29.8,31.1,23,14,70,X, ,X,³·À½
6/1/2026,±ºÀ§(823),X,29.8,31.1,23,14,70,X, ,X,³·À½
6/1/2026,±ºÀ§(823),X,29.8,31.1,23,14,70,X, ,X,³·À½
6/1/2026,±ºÀ§(823),X,29.8,31.1,23,14,70,X, ,X,³·À½
6/1/2026,Ä¥°î(825),X,29.9,30.4,24.6,17.2,60,X, ,X,³·À½
6/1/2026,°æ»ê(827),X,30.4,31.6,24.9,16.7,54,X,°ü½É,X,³·À½
6/1/2026,»ïÃ´(876),X,29.8,32.3,25.6,18.4,45,X,°ü½É,X,³·À½
6/1/2026,¼ÓÃÊ(90),X,26.4,28.4,23.8,17.5,42.8,X,°ü½É,X,³·À½
6/1/2026,»ïÃµÆ÷(907),X,29,28.8,21.5,16.1,76,X, ,X,³·À½
6/1/2026,°í¼º(918),X,29,28.9,22.4,15.7,76,X, ,X,³·À½
6/1/2026,Ã¢³ç(919),X,30.4,31.7,23.6,14.7,65,X, ,X,³·À½
6/1/2026,ÇÔ¾È(920),X,31,30.5,22.9,14.2,72,X, ,X,³·À½
6/1/2026,ºÏÃáÃµ(93),X,26.6,27.6,20,13.6,71.8,X, ,X,³·À½
6/1/2026,ÇÏµ¿(932),X,29.3,30.2,22.6,14.8,69,X, ,X,³·À½
6/1/2026,Ã¶¿ø(95),X,25.5,26.2,19.5,13.3,66,X, ,X,³·À½
6/1/2026,µ¿µÎÃµ(98),X,25.8,27.7,20.4,14.5,57,X, ,X,³·À½
6/1/2026,ÆÄÁÖ(99),X,26.2,26.3,18.7,12.3,71.4,X, ,X,³·À½
6/2/2026,ºÏ°­¸ª(104),X,29.1,29.1,23.5,18.4,65.9,X, ,X,³·À½
6/2/2026,µ¿ÇØ(106),X,28.5,27.6,23,19.1,64.3,X, ,X,³·À½
6/2/2026,¼­¿ï(108),X,30.3,31.8,25.4,17.7,53,X,°ü½É,X,³·À½
6/2/2026,ÀÎÃµ(112),X,29.9,30.2,24.1,18.1,66.5,X, ,X,³·À½
6/2/2026,¿øÁÖ(114),X,30.2,30.6,23.6,16.7,65.5,X,°ü½É,X,³·À½
6/2/2026,¿ï¸ªµµ(115),X,24.8,22.5,20.9,19.6,84.9,X, ,X,³·À½
6/2/2026,¼ö¿ø(119),X,29.7,30.6,24.3,16.7,55.9,X,°ü½É,X,³·À½
6/2/2026,¿µ¿ù(121),X,29.8,30.5,21.2,14.6,70.6,X,°ü½É,X,³·À½
6/2/2026,ÃæÁÖ(127),X,28.3,28.9,22.3,17.7,66.6,X,°ü½É,X,³·À½
6/2/2026,¼­»ê(129),X,29.1,30.1,23.9,19,55.8,X, ,X,³·À½
6/2/2026,¿ïÁø(130),X,26.5,26.2,21.2,18.2,79,X, ,X,³·À½
6/2/2026,Ã»ÁÖ(131),X,28.9,29.2,24.8,20.9,56.8,X, ,X,³·À½
6/2/2026,´ëÀü(133),X,29.3,29.1,23.6,20,67.4,X,°ü½É,X,³·À½
6/2/2026,ÃßÇ³·É(135),X,25.5,24.2,20.2,16.1,80.3,X,°ü½É,X,³·À½
6/2/2026,¾Èµ¿(136),X,26.9,26.2,21.8,17.8,75.9,X, ,X,³·À½
6/2/2026,»óÁÖ(137),X,27.2,26.1,21.4,18.2,79.1,X, ,X,³·À½
6/2/2026,Æ÷Ç×(138),X,24.7,24,21.6,20.2,82.1,X, ,X,³·À½
6/2/2026,±º»ê(140),X,29.7,29.4,23.2,19.9,72.6,X, ,X,³·À½
6/2/2026,´ë±¸(143),X,25,23.9,21.2,19.5,84.3,X, ,X,³·À½
6/2/2026,ÀüÁÖ(146),X,29.5,29.6,24.1,21,69.4,X,°ü½É,X,³·À½
6/2/2026,¿ï»ê(152),X,23.8,21.9,20.2,19.3,91.3,X, ,X,³·À½
6/2/2026,Ã¢¿ø(155),X,24.8,23,21.1,19.5,90.1,X, ,X,³·À½
6/2/2026,±¤ÁÖ(156),X,28.1,26.3,21.8,19.8,88.5,X, ,X,³·À½
6/2/2026,ºÎ»ê(159),X,23.8,21.2,20.6,20.1,91,X, ,X,³·À½
6/2/2026,Åë¿µ(162),X,24.1,21.8,20.4,19.5,92,X, ,X,³·À½
6/2/2026,¸ñÆ÷(165),X,26.4,24.5,21.2,19.7,93.1,X, ,X,³·À½
6/2/2026,¿©¼ö(168),X,24.6,22.7,21,19.5,86.8,X, ,X,³·À½
6/2/2026,Èæ»êµµ(169),X,25.9,23.7,19.6,17.7,93.3,X, ,X,³·À½
6/2/2026,¿Ïµµ(170),X,25.2,23,20.9,19.8,92.3,X, ,X,³·À½
6/2/2026,°íÃ¢(172),X,27.8,26.7,22.4,19.3,85.6,X,°ü½É,X,³·À½
6/2/2026,Á¦ÁÖ(184),X,25.7,24.6,21.4,20.3,83.3,X, ,X,³·À½
6/2/2026,ÁøÁÖ(192),X,25.5,23.6,19.9,17.7,93.8,X, ,X,³·À½
6/2/2026,¾çÆò(202),X,29,30,23.5,16.3,65.5,X, ,X,³·À½
6/2/2026,ÀÌÃµ(203),X,30.8,31.1,23.7,16.4,70.6,X,°ü½É,X,³·À½
6/2/2026,ÀÎÁ¦(211),X,29.8,31.8,21.7,12.3,64.9,X, ,X,³·À½
6/2/2026,È«Ãµ(212),X,30.1,31.7,23,14.1,66.1,X, ,X,³·À½
6/2/2026,ÅÂ¹é(216),X,25.3,24.9,19.1,14,70.5,X, ,X,³·À½
6/2/2026,Á¤¼±±º(217),X,29.2,30.7,20.5,12.8,68.3,X, ,X,³·À½
6/2/2026,Á¦Ãµ(221),X,26.9,26.9,20.8,15.2,70.1,X,°ü½É,X,³·À½
6/2/2026,º¸Àº(226),X,26.4,25.4,21,17.6,79.3,X, ,X,³·À½
6/2/2026,Ãµ¾È(232),X,28.6,28.3,22.7,17.5,74,X,°ü½É,X,³·À½
6/2/2026,º¸·É(235),X,30.7,30.9,23.3,19.3,66.9,X, ,X,³·À½
6/2/2026,ºÎ¿©(236),X,29.2,29.1,23.3,18.9,71.9,X,°ü½É,X,³·À½
6/2/2026,±Ý»ê(238),X,28.1,28,21.8,18,77.3,X,°ü½É,X,³·À½
6/2/2026,¼¼Á¾(239),X,29.1,28.9,23,18.8,68,X, ,X,³·À½
6/2/2026,ºÎ¾È(243),X,28.2,28.4,23.3,20.1,72.6,X, ,X,³·À½
6/2/2026,ÀÓ½Ç(244),X,26.3,25.5,20.7,17,83.8,X,°ü½É,X,³·À½
6/2/2026,Á¤À¾(245),X,28.9,28.6,23.4,19.9,74,X,°ü½É,X,³·À½
6/2/2026,³²¿ø(247),X,26.2,24.7,20.8,18.5,89.8,X,°ü½É,X,³·À½
6/2/2026,Àå¼ö(248),X,25.1,23.7,19.7,15.3,85.9,X, ,X,³·À½
6/2/2026,¿µ±¤±º(252),X,27.5,26.3,21.9,19.2,83.5,X, ,X,³·À½
6/2/2026,±èÇØ½Ã(253),X,24.7,21.5,20.6,19.6,96.6,X, ,X,³·À½
6/2/2026,¼øÃ¢±º(254),X,27.2,26.4,21,18.4,83.8,X,°ü½É,X,³·À½
6/2/2026,¾ç»ê½Ã(257),X,25.3,22.2,21.5,20.3,93.9,X, ,X,³·À½
6/2/2026,°­Áø±º(259),X,26.5,25,21.2,19.5,92.3,X, ,X,³·À½
6/2/2026,ÀåÈï(260),X,27.2,25.9,21.3,19.2,90.1,X, ,X,³·À½
6/2/2026,ÇØ³²(261),X,26.3,24.4,21.3,19.7,91.3,X, ,X,³·À½
6/2/2026,°íÈï(262),X,26.2,24.6,20.8,17.7,90.4,X, ,X,³·À½
6/2/2026,ÀÇ·É±º(263),X,25.3,23.6,20.6,18.4,85.4,X, ,X,³·À½
6/2/2026,ÇÔ¾ç±º(264),X,25,24.2,20.1,16.9,74.9,X, ,X,³·À½
6/2/2026,Áøµµ±ºASOS(268),X,25.6,23.8,20.7,18.8,93.1,X, ,X,³·À½
6/2/2026,ºÀÈ­(271),X,25.5,25.1,19.4,14.5,76.5,X, ,X,³·À½
6/2/2026,¿µÁÖ(272),X,26.1,25.5,20.8,17.4,75.6,X, ,X,³·À½
6/2/2026,¹®°æ(273),X,26.3,25.2,20.9,17.3,78.5,X,°ü½É,X,³·À½
6/2/2026,Ã»¼Û±º(276),X,26.1,25.2,20.5,15.6,83,X, ,X,³·À½
6/2/2026,¿µ´ö(277),X,25.6,24.9,21.1,17.6,79.4,X, ,X,³·À½
6/2/2026,ÀÇ¼º(278),X,26.2,25.2,21.2,16.9,83.3,X, ,X,³·À½
6/2/2026,±¸¹Ì(279),X,26.5,25.7,22,18.7,74.4,X,°ü½É,X,³·À½
6/2/2026,¿µÃµ(281),X,24.8,22.7,20.5,18.2,86.6,X, ,X,³·À½
6/2/2026,°æÁÖ½Ã(283),X,24.8,22.3,20.9,19.6,90,X, ,X,³·À½
6/2/2026,°ÅÃ¢(284),X,25.3,23.3,20,16.8,88,X, ,X,³·À½
6/2/2026,ÇÕÃµ(285),X,25.5,23.3,20.5,18.7,95.9,X, ,X,³·À½
6/2/2026,¹Ð¾ç(288),X,26.2,23.9,21.5,19.8,87.4,X, ,X,³·À½
6/2/2026,»êÃ»(289),X,25.2,23.1,19.8,17.8,95.8,X, ,X,³·À½
6/2/2026,°ÅÁ¦(294),X,23.8,21.5,20.3,19.5,93.1,X, ,X,³·À½
6/2/2026,³²ÇØ(295),X,24.6,22.1,20.5,19.5,92.8,X, ,X,³·À½
6/2/2026,ºÎÃµ(433),X,30.5,32.7,25.6,18.8,53,X,°ü½É,X,³·À½
6/2/2026,¾È¾ç(434),X,,32,25.9,19.9,,X, ,X,³·À½
6/2/2026,±¤¸í(437),X,30.7,32.9,26.7,20.8,48,X,°ü½É,X,³·À½
