일시,지점,폭염여부(O/X),최고체감온도(°C),최고기온(°C),평균기온(°C),최저기온(°C),평균상대습도(%),폭염특보(O/X),폭염영향예보(단계),열대야(O/X),자외선지수(단계)
9/1/2025,밀양(288),X,32.9,31.1,27.7,25.6,85.3,O,경고,X,낮음
9/1/2025,산청(289),X,32,30,26.1,23.4,91.6,O,경고,X,낮음
9/1/2025,거제(294),X,29.8,27.1,25.8,24.6,92,O,주의,O,낮음
9/1/2025,남해(295),X,31.9,29.8,26.6,24.9,88.9,O,주의,X,낮음
9/1/2025,부천(433),X,31.7,29.9,26.8,24.3,80,X,주의,X,낮음
9/1/2025,안양(434),X,,28,25.9,23.7,,X,주의,X,낮음
9/1/2025,광명(437),X,31.4,29.7,26.7,24.1,83,X,주의,X,낮음
9/1/2025,군포(438),X,30.5,28.9,25.6,23.5,84,X,주의,X,낮음
9/1/2025,김포(441),X,32.7,30.7,26.1,23.3,90,X,주의,X,낮음
9/1/2025,하남(444),X,32.1,29.6,25.8,23.7,,X,주의,X,낮음
9/1/2025,의왕(445),X,31.6,,,,,X,주의,X,낮음
9/1/2025,포천(504),X,31.1,28.9,25,21.9,94,X,주의,X,낮음
9/1/2025,가평조종(505),X,31.2,28.7,24.3,22.4,99,X,주의,X,낮음
9/1/2025,안성(516),X,32.4,31.2,26.4,24.2,87,X,경고,X,낮음
9/1/2025,간성(517),X,32.2,31.8,26.7,23.2,77,O,주의,X,낮음
9/1/2025,평창(526),X,31.8,31.2,25.3,22.4,85,X,관심,X,낮음
9/1/2025,의정부(532),X,31.8,29.6,25.2,22.7,91,X,주의,X,낮음
9/1/2025,횡성(536),X,32.1,31.4,26,23.6,87,X,경고,X,낮음
9/1/2025,고양(540),O,33.2,31.2,25,22.5,93,X,주의,X,낮음
9/1/2025,남양주(541),X,31.1,29.2,25.9,23.6,89,X,주의,X,낮음
9/1/2025,안산(545),X,32.8,30.9,25.7,23.8,92,X,주의,X,낮음
9/1/2025,경기광주(546),X,30.5,28.1,25,23.2,91,X,주의,X,낮음
9/1/2025,여주(548),O,33.1,32.1,25.9,23.5,88,X,경고,X,낮음
9/1/2025,용인(549),X,,,,,,X,경고,X,낮음
9/1/2025,오산(550),X,31,29.3,25.1,23.8,92,X,경고,X,낮음
9/1/2025,평택(551),X,31.3,29.9,25.8,24.5,96,X,주의,X,낮음
9/1/2025,화천(555),X,29.6,27.1,24.4,23.3,96,X,주의,X,낮음
9/1/2025,양구(556),X,29.6,27.6,24.6,22.1,88,X,관심,X,낮음
9/1/2025,시흥(565),X,32,30.1,26.1,23.4,89,X,주의,X,낮음
9/1/2025,구리(569),X,30.9,29.7,25.6,23.4,86,X,주의,X,낮음
9/1/2025,화성(571),X,31.2,29.3,25.4,23.8,92,X,주의,X,낮음
9/1/2025,성남(572),X,30.1,28.4,25.7,23.5,83,X,주의,X,낮음
9/1/2025,과천(590),X,30.3,28.1,25.4,23.4,92,X,주의,X,낮음
9/1/2025,양주(598),X,32.4,30.4,25.7,22,90,X,주의,X,낮음
9/1/2025,단양(601),X,32.3,32.4,26.1,22.3,82,X,주의,X,낮음
9/1/2025,진천(602),X,32.7,32,26.4,23.2,83,X,주의,X,낮음
9/1/2025,괴산(603),O,33.5,33.4,26.5,22.7,84,X,경고,X,낮음
9/1/2025,옥천(604),O,33.9,33.9,26.9,22.9,84,X,경고,X,낮음
9/1/2025,홍북(608),X,,,,,,X,주의,X,낮음
9/1/2025,공주(612),X,32.6,31.3,25.7,23.8,90,X,경고,X,낮음
9/1/2025,서천(614),X,32.8,31.3,25.9,24,91,X,주의,X,낮음
9/1/2025,논산(615),X,,,,,,X,주의,X,낮음
9/1/2025,당진(616),X,31.7,29.6,25.6,23.9,93,X,주의,X,낮음
9/1/2025,청양(618),X,31.9,29.9,24.9,24,98,X,주의,X,낮음
9/1/2025,음성(619),O,33.2,32.2,26.3,22.8,86,X,주의,X,낮음
9/1/2025,증평(623),X,32.6,32.3,26.5,23.8,82,X,주의,X,낮음
9/1/2025,태안(627),X,31.7,28.7,25.8,23.4,93,X,주의,X,낮음
9/1/2025,예산(628),X,29.7,27.3,25.3,23.2,91,X,주의,X,낮음
9/1/2025,아산(634),X,30.8,28.1,25.3,24.1,94,X,경고,X,낮음
9/1/2025,계룡(636),X,32.6,31.7,25.3,21.7,93,X,주의,X,낮음
9/1/2025,연천청산(652),X,30.2,27.8,24.3,21.2,90,X,주의,X,낮음
9/1/2025,양양(670),O,33.2,33.4,27.6,23.5,77,O,주의,X,낮음
9/1/2025,무안(699),O,34.4,34,27.9,24.4,85,O,경고,X,낮음
9/1/2025,무주(701),X,32.4,32.4,25.2,21.5,82,X,주의,X,낮음
9/1/2025,익산(702),O,33.4,31.9,26.7,23.4,87,O,주의,X,낮음
9/1/2025,진안(703),X,31.2,30.2,24.9,21.3,87,X,주의,X,낮음
9/1/2025,담양(706),O,33.4,31.6,27.1,23.3,88,O,경고,X,낮음
9/1/2025,구례(709),O,34.3,33.2,27.9,24,85,O,경고,X,낮음
9/1/2025,나주(710),O,33.6,32.7,27.3,23.3,86,O,경고,X,낮음
9/1/2025,순천시(712),O,33.2,31.8,27.8,24.8,82,O,경고,X,낮음
9/1/2025,광양읍(713),O,33.1,31.5,27.3,24.3,91,O,경고,X,낮음
9/1/2025,장성(730),O,33.8,32.8,27.4,24.2,86,O,경고,X,낮음
9/1/2025,영암(731),O,34.2,33.2,28.2,24.9,84,O,경고,X,낮음
9/1/2025,보성(732),X,31.7,30.3,26.2,23.1,88,O,경고,X,낮음
9/1/2025,완주(734),O,33.7,32.7,26.4,22.5,85,O,주의,X,낮음
9/1/2025,김제(737),O,33.1,31.6,27.2,23.9,88,O,주의,X,낮음
9/1/2025,화순(741),O,34.4,33.1,27.4,23.3,84,O,경고,X,낮음
9/1/2025,함평(754),O,33.8,32.5,27.3,23.5,86,O,경고,X,낮음
9/1/2025,곡성(768),O,33.4,31.7,26.9,23,91,O,경고,X,낮음
9/1/2025,압해도(789),O,33.4,31.8,27.9,25.5,87,O,주의,X,낮음
9/1/2025,영양(801),X,32.7,33.1,27.1,22.6,77,O,주의,X,낮음
9/1/2025,성주(810),X,32.8,31.5,27.1,24.2,86,O,경고,X,낮음
9/1/2025,고령(812),X,32.1,29.8,26.8,24.1,95,O,경고,X,낮음
9/1/2025,청도(813),X,31.4,29.1,26.3,23.4,92,O,경고,X,낮음
9/1/2025,예천(815),O,33.6,33.8,26.5,23.4,85,O,경고,X,낮음
9/1/2025,김천(822),X,32.8,32.5,25.9,22.5,81,O,경고,X,낮음
9/1/2025,군위(823),O,33.8,33.8,27.6,23.9,82,O,경고,X,낮음
9/1/2025,군위(823),O,33.8,33.8,27.6,23.9,82,O,경고,X,낮음
9/1/2025,군위(823),O,33.8,33.8,27.6,23.9,82,O,경고,X,낮음
9/1/2025,군위(823),O,33.8,33.8,27.6,23.9,82,O,경고,X,낮음
9/1/2025,군위(823),O,33.8,33.8,27.6,23.9,82,O,경고,X,낮음
9/1/2025,군위(823),O,33.8,33.8,27.6,23.9,82,O,경고,X,낮음
9/1/2025,군위(823),O,33.8,33.8,27.6,23.9,82,O,경고,X,낮음
9/1/2025,군위(823),O,33.8,33.8,27.6,23.9,82,O,경고,X,낮음
9/1/2025,군위(823),O,33.8,33.8,27.6,23.9,82,O,경고,X,낮음
9/1/2025,군위(823),O,33.8,33.8,27.6,23.9,82,O,경고,X,낮음
9/1/2025,군위(823),O,33.8,33.8,27.6,23.9,82,O,경고,X,낮음
9/1/2025,군위(823),O,33.8,33.8,27.6,23.9,82,O,경고,X,낮음
9/1/2025,군위(823),O,33.8,33.8,27.6,23.9,82,O,경고,X,낮음
9/1/2025,군위(823),O,33.8,33.8,27.6,23.9,82,O,경고,X,낮음
9/1/2025,군위(823),O,33.8,33.8,27.6,23.9,82,O,경고,X,낮음
9/1/2025,군위(823),O,33.8,33.8,27.6,23.9,82,O,경고,X,낮음
9/1/2025,군위(823),O,33.8,33.8,27.6,23.9,82,O,경고,X,낮음
9/1/2025,군위(823),O,33.8,33.8,27.6,23.9,82,O,경고,X,낮음
9/1/2025,군위(823),O,33.8,33.8,27.6,23.9,82,O,경고,X,낮음
9/1/2025,군위(823),O,33.8,33.8,27.6,23.9,82,O,경고,X,낮음
9/1/2025,군위(823),O,33.8,33.8,27.6,23.9,82,O,경고,X,낮음
9/1/2025,군위(823),O,33.8,33.8,27.6,23.9,82,O,경고,X,낮음
9/1/2025,군위(823),O,33.8,33.8,27.6,23.9,82,O,경고,X,낮음
9/1/2025,군위(823),O,33.8,33.8,27.6,23.9,82,O,경고,X,낮음
9/1/2025,군위(823),O,33.8,33.8,27.6,23.9,82,O,경고,X,낮음
9/1/2025,군위(823),O,33.8,33.8,27.6,23.9,82,O,경고,X,낮음
9/1/2025,군위(823),O,33.8,33.8,27.6,23.9,82,O,경고,X,낮음
9/1/2025,군위(823),O,33.8,33.8,27.6,23.9,82,O,경고,X,낮음
9/1/2025,군위(823),O,33.8,33.8,27.6,23.9,82,O,경고,X,낮음
9/1/2025,군위(823),O,33.8,33.8,27.6,23.9,82,O,경고,X,낮음
9/1/2025,군위(823),O,33.8,33.8,27.6,23.9,82,O,경고,X,낮음
9/1/2025,군위(823),O,33.8,33.8,27.6,23.9,82,O,경고,X,낮음
9/1/2025,칠곡(825),O,33.6,32,27.9,24.7,90,O,경고,O,낮음
9/1/2025,경산(827),X,32.3,31.4,27.9,24.7,79,O,경고,X,낮음
9/1/2025,삼척(876),O,34.2,35.9,29.6,25.7,66,O,경고,X,낮음
9/1/2025,속초(90),X,32.2,31.9,27.5,24.5,79,O,주의,X,낮음
9/1/2025,삼천포(907),X,31.5,28.8,25.7,24.4,95,O,주의,X,낮음
9/1/2025,고성(918),X,31.7,29.1,26.3,24.8,94,O,주의,X,낮음
9/1/2025,창녕(919),X,32.3,30.7,27.2,24,85,O,경고,X,낮음
9/1/2025,함안(920),X,31.9,29.6,26.3,23.6,90,O,경고,X,낮음
9/1/2025,북춘천(93),X,30.3,28,25.2,23.1,93.3,X,주의,X,낮음
9/1/2025,하동(932),X,32.2,30.2,26.4,23.8,90,O,경고,X,낮음
9/1/2025,철원(95),X,29.9,27.3,24.8,22.5,94.1,X,관심,X,낮음
9/1/2025,동두천(98),X,31.4,28.3,24.6,21.6,99.4,X,주의,X,낮음
9/1/2025,파주(99),X,32.3,30.2,25.1,21.5,94.3,X,주의,X,낮음
9/2/2025,북강릉(104),X,30.5,28.7,25.2,22.6,89.9,X,경고,X,낮음
9/2/2025,동해(106),X,31.1,29.3,25.5,23.3,87.4,X,경고,X,낮음
9/2/2025,서울(108),X,30.7,30.6,26,22,74.6,X,관심,X,낮음
9/2/2025,인천(112),X,30.5,29.5,25.7,21.5,80.4,X,관심,X,낮음
9/2/2025,원주(114),X,29.4,29.6,25.1,21.7,76.4,X,관심,X,낮음
9/2/2025,울릉도(115),X,30.1,28.5,26.1,22.8,80,O,주의,X,낮음
9/2/2025,수원(119),X,30.8,30.8,25.4,21.5,75.1,X,관심,X,낮음
9/2/2025,영월(121),X,30.4,29.7,23.9,19.9,87.8,X,관심,X,낮음
9/2/2025,충주(127),X,30.2,29.6,24.7,19.7,80.4,X,관심,X,낮음
9/2/2025,서산(129),X,30.2,30.4,24.8,21.6,83.3,X,관심,X,낮음
9/2/2025,울진(130),X,29.9,28.1,25.4,23.5,85.9,O,주의,X,낮음
9/2/2025,청주(131),X,30.1,30.3,26.5,23.7,70.3,X,관심,X,낮음
9/2/2025,대전(133),X,30.2,30.8,25.4,21.6,79.5,X,관심,X,낮음
9/2/2025,추풍령(135),X,29.3,28.6,23.8,18.3,83.1,X,관심,X,낮음
9/2/2025,안동(136),X,31,30.2,25.3,20.1,78.8,O,주의,X,낮음
9/2/2025,상주(137),X,31.4,30.7,25.3,20.2,79.9,O,주의,X,낮음
9/2/2025,포항(138),X,31.1,30.2,25.9,23.6,81.5,O,주의,X,낮음
9/2/2025,군산(140),X,29.3,29.9,25.4,21.4,78.9,O,주의,X,낮음
9/2/2025,대구(143),X,31.4,31.4,27.4,24.8,72.8,O,주의,X,낮음
9/2/2025,전주(146),X,30.9,30.3,25.8,22.7,80,O,주의,X,낮음
9/2/2025,울산(152),X,31.4,30.5,25.7,23.3,84.6,X, ,X,낮음
9/2/2025,창원(155),X,32.3,30.2,25.7,22.7,92.3,O,주의,X,낮음
9/2/2025,광주(156),X,30.7,29.7,26,24,80.1,O,주의,X,낮음
9/2/2025,부산(159),X,32.4,30.9,26.5,25.1,85.1,X, ,X,낮음
9/2/2025,통영(162),X,31.9,30.6,26.5,24.5,86.4,O,주의,X,낮음
9/2/2025,목포(165),X,30.3,29.6,26.6,24.9,82,O,주의,X,낮음
9/2/2025,여수(168),X,31.9,30.4,27.4,25.7,85.3,O,주의,O,낮음
9/2/2025,흑산도(169),X,31.2,29.6,26.1,24.2,84.9,O,주의,X,낮음
9/2/2025,완도(170),O,34.3,33.4,28.3,24.1,77.9,O,주의,X,낮음
9/2/2025,고창(172),X,29.9,29.7,25.1,21.4,88.9,O,주의,X,낮음
9/2/2025,제주(184),O,33.2,32.1,28.8,26.4,69.5,O,주의,O,낮음
9/2/2025,진주(192),X,32.6,31.1,27.3,24.7,87.3,O,주의,X,낮음
9/2/2025,양평(202),X,29.6,29.4,25,22,79.1,X,관심,X,낮음
9/2/2025,이천(203),X,31.3,30.5,24.9,21.3,86,X,관심,X,낮음
9/2/2025,인제(211),X,29.5,29.6,23.9,19.9,80.4,X, ,X,낮음
9/2/2025,홍천(212),X,29.9,29.9,24.7,21,80.5,X,관심,X,낮음
9/2/2025,태백(216),X,28.7,28.7,23.1,19.7,78.8,X, ,X,낮음
9/2/2025,정선군(217),X,31,31,24,19.7,83.9,X,관심,X,낮음
9/2/2025,제천(221),X,28.7,27.9,23.2,18.6,87.3,X,관심,X,낮음
9/2/2025,보은(226),X,28.4,28.3,23.9,18.7,84.5,X,관심,X,낮음
9/2/2025,천안(232),X,29.3,28.9,24.3,19.9,85.4,X,관심,X,낮음
9/2/2025,보령(235),X,31.3,31,25.2,22.1,83,X,관심,X,낮음
9/2/2025,부여(236),X,30.1,30.4,25,20.3,83.4,X,관심,X,낮음
9/2/2025,금산(238),X,30.3,29.9,25.1,20.3,84.9,X,관심,X,낮음
9/2/2025,세종(239),X,29.6,29.7,24.4,20.7,83.6,X,관심,X,낮음
9/2/2025,부안(243),X,29.4,29,25.3,21.6,81.6,O,주의,X,낮음
9/2/2025,임실(244),X,29.3,27.9,24.1,19.9,86.1,O,주의,X,낮음
9/2/2025,정읍(245),X,30.6,30.6,25.2,20.8,81.8,O,주의,X,낮음
9/2/2025,남원(247),X,30.6,29.1,25.2,22,87.3,O,주의,X,낮음
9/2/2025,장수(248),X,29,28,23.9,19.4,88.4,X, ,X,낮음
9/2/2025,영광군(252),X,29.7,29,25,21.8,82.6,O,주의,X,낮음
9/2/2025,김해시(253),O,33.3,31.3,26.5,23.6,93.4,O,주의,X,낮음
9/2/2025,순창군(254),X,30.9,30.1,25.1,20.2,82.8,O,주의,X,낮음
9/2/2025,양산시(257),X,32.7,30.4,26.9,24.6,93.6,O,주의,X,낮음
9/2/2025,강진군(259),O,33.4,33.1,27.2,22.9,82.5,O,주의,X,낮음
9/2/2025,장흥(260),X,32.9,32.3,26.8,22.7,85.3,O,주의,X,낮음
9/2/2025,해남(261),X,32.5,31.4,26.5,22.3,84.3,O,주의,X,낮음
9/2/2025,고흥(262),O,34.1,33.8,28.1,24.2,80.6,O,주의,X,낮음
9/2/2025,의령군(263),O,33.1,32,26.7,23.3,85.5,O,주의,X,낮음
9/2/2025,함양군(264),X,31.9,31,26.2,22.5,82.1,O,주의,X,낮음
9/2/2025,진도군ASOS(268),X,31.5,30.1,25.8,21.7,85.5,O,주의,X,낮음
9/2/2025,봉화(271),X,28.9,29.2,23.8,18.5,80.9,O,주의,X,낮음
9/2/2025,영주(272),X,28.7,29.3,23.9,18.7,81.1,O,주의,X,낮음
9/2/2025,문경(273),X,29.6,29.3,24.4,19,86,O,주의,X,낮음
9/2/2025,청송군(276),X,31.4,31.6,25.2,20.6,89,O,주의,X,낮음
9/2/2025,영덕(277),X,30.8,29.5,25,21.5,84.9,O,주의,X,낮음
9/2/2025,의성(278),X,31.5,31,25.5,19.6,81.9,O,주의,X,낮음
9/2/2025,구미(279),X,32,32,26,21.4,81.3,O,주의,X,낮음
9/2/2025,영천(281),X,30.8,30.4,26,23,81.4,O,주의,X,낮음
9/2/2025,경주시(283),X,32.8,31.8,25.2,23.3,88,O,주의,X,낮음
9/2/2025,거창(284),X,31.5,30.9,25.4,22,83.4,O,주의,X,낮음
9/2/2025,합천(285),O,33.7,33.8,26.9,23.8,85,O,주의,X,낮음
9/2/2025,밀양(288),X,32.9,31.5,26.5,24.6,87.4,O,주의,X,낮음
9/2/2025,산청(289),X,32.9,32.1,26.5,23.6,85.5,O,주의,X,낮음
9/2/2025,거제(294),X,31.7,30.3,27.1,24,82,O,주의,X,낮음
9/2/2025,남해(295),X,32.4,31.5,27,23,86.3,O,주의,X,낮음
9/2/2025,부천(433),X,31.1,31.3,26.2,22,73,X,관심,X,낮음
9/2/2025,안양(434),X,,30.4,26.1,22.6,,X,관심,X,낮음
9/2/2025,광명(437),X,31,31.9,26.8,22.9,70,X,관심,X,낮음
9/2/2025,군포(438),X,31.1,31.9,26.2,22.7,70,X, ,X,낮음
9/2/2025,김포(441),X,31.2,30.9,25.4,20.6,82,X,관심,X,낮음
9/2/2025,하남(444),X,30.7,29.8,25.1,22,,X,관심,X,낮음
9/2/2025,의왕(445),X,31.7,30.7,24.6,20.9,87,X, ,X,낮음
9/2/2025,포천(504),X,32.8,32.1,25.1,21.2,84,X,관심,X,낮음
9/2/2025,가평조종(505),X,31,30.4,24.4,20.6,87,X,관심,X,낮음
9/2/2025,안성(516),X,31.3,30.7,25.3,21.7,81,X,관심,X,낮음
9/2/2025,간성(517),X,30.2,28.5,24.3,20.6,86,X,주의,X,낮음
9/2/2025,평창(526),X,29.5,28.8,23.4,18.7,84,X, ,X,낮음
9/2/2025,의정부(532),X,31.8,31.4,24.7,21.5,83,X,관심,X,낮음
9/2/2025,횡성(536),X,30.2,30,24.6,20.6,82,X,관심,X,낮음
9/2/2025,고양(540),X,32.5,32.4,24.5,20.7,82,X,관심,X,낮음
9/2/2025,남양주(541),X,32.1,31.4,25.7,21.6,80,X,관심,X,낮음
9/2/2025,안산(545),X,31.8,31,24.3,20.2,85,X,관심,X,낮음
9/2/2025,경기광주(546),X,30.3,29.9,24.1,20.8,83,X,관심,X,낮음
9/2/2025,여주(548),X,30.5,30,24.5,21.3,84,X,관심,X,낮음
9/2/2025,용인(549),X,31.9,,,,,X,관심,X,낮음
9/2/2025,오산(550),X,30.9,30.1,24.6,21,83,X,관심,X,낮음
9/2/2025,평택(551),X,30.2,29.9,25.3,22.3,85,X,관심,X,낮음
9/2/2025,화천(555),X,30.7,30.2,24.3,20.5,82,X,관심,X,낮음
9/2/2025,양구(556),X,29.8,30,23.8,19.5,80,X,관심,X,낮음
9/2/2025,시흥(565),X,31.1,30.5,25,20.4,82,X,관심,X,낮음
9/2/2025,구리(569),X,30.7,30.9,25.3,21.6,76,X,관심,X,낮음
9/2/2025,화성(571),X,31.3,30.6,25.4,22.2,78,X,관심,X,낮음
9/2/2025,성남(572),X,30.3,30.4,25.7,21.6,73,X,관심,X,낮음
9/2/2025,과천(590),X,30.8,30.6,24.7,20.8,83,X,관심,X,낮음
9/2/2025,양주(598),X,30.7,30.7,24.6,21,83,X,관심,X,낮음
9/2/2025,단양(601),X,29.3,29.3,24.1,18.7,83,X,관심,X,낮음
9/2/2025,진천(602),X,29.6,29.3,24.4,20,81,X,관심,X,낮음
9/2/2025,괴산(603),X,29.8,29.7,24,18.6,85,X,관심,X,낮음
9/2/2025,옥천(604),X,31,30.3,25,20.2,84,X,관심,X,낮음
9/2/2025,홍북(608),X,,,,,,X,관심,X,낮음
9/2/2025,공주(612),X,29.6,29.8,24.5,19.9,86,X,관심,X,낮음
9/2/2025,서천(614),X,29.8,29.7,24.5,20.1,85,X,관심,X,낮음
9/2/2025,논산(615),X,,,,,,X,관심,X,낮음
9/2/2025,당진(616),X,30.7,30.1,24.6,21.3,85,X,관심,X,낮음
9/2/2025,청양(618),X,29.9,29.8,23.6,18.9,87,X,관심,X,낮음
9/2/2025,음성(619),X,29.7,29.7,24.2,19.1,84,X,관심,X,낮음
9/2/2025,증평(623),X,29.4,29.5,24.6,20.1,79,X,관심,X,낮음
9/2/2025,태안(627),X,30,29.1,24.4,20.8,84,X,관심,X,낮음
9/2/2025,예산(628),X,29.7,29.4,24.9,21.4,80,X,관심,X,낮음
9/2/2025,아산(634),X,30.7,30.5,25,21.5,81,X,관심,X,낮음
9/2/2025,계룡(636),X,30,29.4,23.6,17.5,89,X,관심,X,낮음
9/2/2025,연천청산(652),X,30.5,29.9,23.7,20.2,83,X,관심,X,낮음
9/2/2025,양양(670),X,29.9,28,24.8,22.5,87,X,주의,X,낮음
9/2/2025,무안(699),X,30.6,30.1,25.4,21.9,86,O,주의,X,낮음
9/2/2025,무주(701),X,29.8,28.4,23.8,19.7,88,X, ,X,낮음
