일시,지점,폭염여부(O/X),최고체감온도(°C),최고기온(°C),평균기온(°C),최저기온(°C),평균상대습도(%),폭염특보(O/X),폭염영향예보(단계),열대야(O/X),자외선지수(단계)
6/2/2021,충주(127),X,29.2,30,22.4,15,64.9,X, ,X,매우높음
6/2/2021,서산(129),X,28.1,29.2,23,16.1,61.6,X, ,X,매우높음
6/2/2021,울진(130),X,24.1,21.3,18.3,15.7,89.5,X, ,X,매우높음
6/2/2021,청주(131),X,29.1,30.2,24.9,18.7,53.8,X, ,X,매우높음
6/2/2021,대전(133),X,30,30.6,24.4,18,61.5,X, ,X,매우높음
6/2/2021,추풍령(135),X,27.4,28,20.8,14.6,67.3,X, ,X,매우높음
6/2/2021,안동(136),X,28.2,29.7,23,16.7,60.4,X, ,X,매우높음
6/2/2021,상주(137),X,29.8,30,22.8,16.7,68.6,X, ,X,매우높음
6/2/2021,포항(138),X,27.8,27.5,23.1,19.3,63.1,X, ,X,매우높음
6/2/2021,군산(140),X,28.9,30.4,23.6,18,60.1,X, ,X,매우높음
6/2/2021,대구(143),X,28.4,30.2,23.8,18.2,51.9,X, ,X,매우높음
6/2/2021,전주(146),X,28.7,30.2,24.4,19,54.1,X, ,X,매우높음
6/2/2021,울산(152),X,26.9,26.3,20.9,17.5,76.9,X, ,X,매우높음
6/2/2021,창원(155),X,26.4,27.6,21,16.9,61.6,X, ,X,매우높음
6/2/2021,광주(156),X,28.1,28.4,23.4,19,61,X, ,X,매우높음
6/2/2021,부산(159),X,26.5,25.6,21.4,19.1,64.5,X, ,X,매우높음
6/2/2021,통영(162),X,26.2,25.8,20.8,17.7,83,X, ,X,매우높음
6/2/2021,목포(165),X,27.7,27.5,23.2,20.4,62.6,X, ,X,매우높음
6/2/2021,여수(168),X,25.7,25.9,21.6,19,72.4,X, ,X,매우높음
6/2/2021,흑산도(169),X,27,25.6,20.1,17.7,83,X, ,X,매우높음
6/2/2021,완도(170),X,27.4,25.9,21.5,17.9,75.5,X, ,X,매우높음
6/2/2021,고창(172),X,28,28.5,24,18.5,53.1,X, ,X,매우높음
6/2/2021,제주(184),X,28.2,29.1,24.5,21.4,57,X, ,X,높음
6/2/2021,진주(192),X,27.6,28.7,20.9,15.3,72.8,X, ,X,매우높음
6/2/2021,양평(202),X,28,28.7,22.5,15.3,68.3,X, ,X,매우높음
6/2/2021,이천(203),X,29.3,29.8,23,15.5,68.9,X, ,X,매우높음
6/2/2021,인제(211),X,27.4,28.6,20.5,14.7,69.8,X, ,X,매우높음
6/2/2021,홍천(212),X,28.2,30.3,21.6,15.7,68.9,X, ,X,매우높음
6/2/2021,태백(216),X,26.3,27.4,19.5,12.8,57.5,X, ,X,매우높음
6/2/2021,정선군(217),X,28.1,29.9,21,14.3,63.6,X, ,X,매우높음
6/2/2021,제천(221),X,28,29.2,21.5,14.4,66,X, ,X,매우높음
6/2/2021,보은(226),X,28.1,28.8,21.7,15.8,69.4,X, ,X,매우높음
6/2/2021,천안(232),X,28.8,29.2,22.4,14.1,66.9,X, ,X,매우높음
6/2/2021,보령(235),X,27.7,28.3,22.9,18.6,59.8,X, ,X,매우높음
6/2/2021,부여(236),X,28.9,30.1,23.1,16.2,64.3,X, ,X,매우높음
6/2/2021,금산(238),X,28.5,30.2,22.5,15.7,65.3,X, ,X,매우높음
6/2/2021,세종(239),X,28.9,30,23.4,17.1,56.5,X, ,X,매우높음
6/2/2021,부안(243),X,28.6,29.8,23.9,18.5,60.5,X, ,X,매우높음
6/2/2021,임실(244),X,26.3,27.1,21.3,14.9,65.4,X, ,X,매우높음
6/2/2021,정읍(245),X,27.4,28.8,23.6,17.6,55.4,X, ,X,매우높음
6/2/2021,남원(247),X,27.4,28.7,22.1,16.5,64.3,X, ,X,매우높음
6/2/2021,장수(248),X,27.2,27.3,20.5,14.1,72.6,X, ,X,매우높음
6/2/2021,영광군(252),X,28.1,28.6,23.3,17.7,59.5,X, ,X,매우높음
6/2/2021,김해시(253),X,28,28.3,21.6,17.6,67.3,X, ,X,매우높음
6/2/2021,순창군(254),X,27.4,28.3,22,15.9,66.9,X, ,X,매우높음
6/2/2021,양산시(257),X,28.9,28.9,21.9,16.8,66,X, ,X,매우높음
6/2/2021,강진군(259),X,28.7,27.9,22.2,17.2,70.5,X, ,X,매우높음
6/2/2021,장흥(260),X,27.1,26.1,21.4,16.9,73.4,X, ,X,매우높음
6/2/2021,해남(261),X,28,27.1,22.6,18.2,66.1,X, ,X,매우높음
6/2/2021,고흥(262),X,27.6,27.2,20.9,16.1,75.6,X, ,X,매우높음
6/2/2021,의령군(263),X,28.3,29.7,22,15.8,66.1,X, ,X,매우높음
6/2/2021,함양군(264),X,27.8,28.5,21.1,14.9,68.3,X, ,X,매우높음
6/2/2021,진도군ASOS(268),X,28,26.9,22.6,18.2,70.8,X, ,X,매우높음
6/2/2021,봉화(271),X,25.3,26.2,19.1,12.9,67.4,X, ,X,매우높음
6/2/2021,영주(272),X,28.3,28.6,21.5,15.2,68.5,X, ,X,매우높음
6/2/2021,문경(273),X,28.5,28.7,21.5,15.6,69.8,X, ,X,매우높음
6/2/2021,청송군(276),X,29.8,30.3,21.4,13.2,73,X, ,X,매우높음
6/2/2021,영덕(277),X,28,27,20.4,15.1,75.6,X, ,X,매우높음
6/2/2021,의성(278),X,28.6,30.8,22.1,14.9,67.1,X, ,X,매우높음
6/2/2021,구미(279),X,28.6,30.4,23.7,17,55.6,X, ,X,매우높음
6/2/2021,영천(281),X,28.6,29.8,22.1,15.3,68.8,X, ,X,매우높음
6/2/2021,경주시(283),X,29.3,30.4,22.4,16.6,64.8,X, ,X,매우높음
6/2/2021,거창(284),X,27.3,27.3,20.9,14.7,69,X, ,X,매우높음
6/2/2021,합천(285),X,27.8,28.6,21.6,15.4,69.4,X, ,X,매우높음
6/2/2021,밀양(288),X,27.6,29.6,22.9,16.9,56.6,X, ,X,매우높음
6/2/2021,산청(289),X,26.9,27.5,21.1,15.6,69.9,X, ,X,매우높음
6/2/2021,거제(294),X,26.6,27.3,21.3,17.1,66.9,X, ,X,매우높음
6/2/2021,남해(295),X,28.4,28.2,21.2,16.8,68.1,X, ,X,매우높음
6/2/2021,부천(433),X,27.8,29.4,22.4,15.4,61,X, ,X,매우높음
6/2/2021,안양(434),X,24.1,29.7,23.5,17.8,,X, ,X,매우높음
6/2/2021,광명(437),X,28.6,30.4,24.4,18.6,58,X, ,X,매우높음
6/2/2021,군포(438),X,28.4,30.4,23.6,16.9,58,X, ,X,매우높음
6/2/2021,김포(441),X,,29,22.1,15,,X, ,X,매우높음
6/2/2021,하남(444),X,28.9,29.7,21.7,14.1,67,X, ,X,매우높음
6/2/2021,의왕(445),X,27.1,28.1,21.2,13.9,64,X, ,X,매우높음
6/2/2021,포천(504),X,28.8,29.3,21.3,13.7,73,X, ,X,높음
6/2/2021,가평조종(505),X,28.1,28.7,20.1,12.8,77,X, ,X,높음
6/2/2021,안성(516),X,29,30,23,15.2,65,X, ,X,매우높음
6/2/2021,간성(517),X,24.3,21.2,17,12.9,94,X, ,X,매우높음
6/2/2021,평창(526),X,27.3,29.6,20.7,13.4,62,X, ,X,매우높음
6/2/2021,의정부(532),X,29,28.7,21.9,14.3,75,X, ,X,매우높음
6/2/2021,횡성(536),X,28.7,30,21.9,14.6,70,X, ,X,매우높음
6/2/2021,고양(540),X,30,30.7,22.3,14.2,70,X, ,X,매우높음
6/2/2021,남양주(541),X,29,30.2,22.3,14.7,68,X, ,X,매우높음
6/2/2021,안산(545),X,28.5,28.9,20.7,13.1,73,X, ,X,매우높음
6/2/2021,경기광주(546),X,28.5,29.1,21.6,15.4,69,X, ,X,매우높음
6/2/2021,여주(548),X,28.4,29,22.4,15.6,66,X, ,X,매우높음
6/2/2021,용인(549),X,27.6,28.7,21.5,14.4,65,X, ,X,매우높음
6/2/2021,오산(550),X,28.4,30,23.1,16.1,57,X, ,X,매우높음
6/2/2021,평택(551),X,29.6,29.7,23.1,16.3,68,X, ,X,매우높음
6/2/2021,화천(555),X,29,30,20.3,14.1,81,X, ,X,높음
6/2/2021,양구(556),X,27.5,29.5,20.5,14.4,70,X, ,X,높음
6/2/2021,시흥(565),X,28.2,29.6,22.2,13.8,66,X, ,X,매우높음
6/2/2021,구리(569),X,29.3,30.5,23.1,15.4,58,X, ,X,매우높음
6/2/2021,화성(571),X,29.2,30.5,23.3,16.5,60,X, ,X,매우높음
6/2/2021,성남(572),X,28.4,29.5,23,15.4,61,X, ,X,매우높음
6/2/2021,과천(590),X,28.8,29.8,22.3,14.3,68,X, ,X,매우높음
6/2/2021,양주(598),X,29.1,29.6,21.1,13.7,73,X, ,X,매우높음
6/2/2021,단양(601),X,29,30.8,22.6,15.6,61,X, ,X,매우높음
6/2/2021,진천(602),X,29,30.3,23.4,15.6,61,X, ,X,매우높음
6/2/2021,괴산(603),X,28.7,30.8,22.1,14.3,69,X, ,X,매우높음
6/2/2021,옥천(604),X,29,30,22.4,15.9,70,X, ,X,매우높음
6/2/2021,홍북(608),X,28.8,29.7,21.9,15.1,69,X, ,X,매우높음
6/2/2021,공주(612),X,29.3,30.5,23.1,15.7,62,X, ,X,매우높음
6/2/2021,서천(614),X,27.3,29.9,22.5,16.7,64,X, ,X,매우높음
6/2/2021,논산(615),X,29.4,31.3,23.9,16.9,61,X, ,X,매우높음
6/2/2021,당진(616),X,27.9,29.3,22.4,14.7,65,X, ,X,매우높음
6/2/2021,청양(618),X,29.1,30,21.6,13.7,69,X, ,X,매우높음
6/2/2021,음성(619),X,28.8,29.4,21.5,13.5,69,X, ,X,매우높음
6/2/2021,증평(623),X,28.8,29.7,23.3,15.6,65,X, ,X,매우높음
6/2/2021,태안(627),X,27.5,28.4,22,15.8,70,X, ,X,매우높음
6/2/2021,예산(628),X,29.1,30.4,23.3,16.4,64,X, ,X,매우높음
6/2/2021,아산(634),X,29.9,31.7,23.3,16.3,61,X, ,X,매우높음
6/2/2021,계룡(636),X,28.4,29.6,21,12.8,71,X, ,X,매우높음
6/2/2021,연천청산(652),X,28.2,29.1,20.8,14,72,X, ,X,높음
6/2/2021,양양(670),X,26.2,22.8,17.6,14.1,96,X, ,X,매우높음
6/2/2021,무안(699),X,27.3,27.3,22.7,18.2,64,X, ,X,매우높음
6/2/2021,무주(701),X,27.9,29.4,21.3,14.5,63,X, ,X,매우높음
6/2/2021,익산(702),X,29.9,31.8,24.6,16.6,58,X, ,X,매우높음
6/2/2021,진안(703),X,26.1,27,20.2,14.2,68,X, ,X,매우높음
6/2/2021,담양(706),X,29.5,29.6,22.6,16.7,72,X, ,X,매우높음
6/2/2021,구례(709),X,28.4,29.1,21.8,16,70,X, ,X,매우높음
6/2/2021,나주(710),X,28.2,28.3,22.3,17.2,71,X, ,X,매우높음
6/2/2021,순천시(712),X,27.9,27.9,22.5,17.8,65,X, ,X,매우높음
6/2/2021,광양읍(713),X,29.6,29.7,22.4,16.8,67,X, ,X,매우높음
6/2/2021,장성(730),X,28.3,28.8,22.4,16.2,65,X, ,X,매우높음
6/2/2021,영암(731),X,28.4,28.3,23,19.5,64,X, ,X,매우높음
6/2/2021,보성(732),X,28.1,27.9,21.5,15.9,72,X, ,X,매우높음
6/2/2021,완주(734),X,30.1,30.7,22.7,15.7,65,X, ,X,매우높음
6/2/2021,김제(737),X,28.5,30.3,24,18.6,53,X, ,X,매우높음
6/2/2021,화순(741),X,28.1,28.7,22.3,17,62,X, ,X,매우높음
6/2/2021,함평(754),X,27.8,27.8,22.6,17.9,68,X, ,X,매우높음
6/2/2021,곡성(768),X,27.7,28.9,21.8,15.6,64,X, ,X,매우높음
6/2/2021,압해도(789),X,27.5,27,22.5,18.6,66,X, ,X,매우높음
6/2/2021,영양(801),X,28.5,30.3,21.7,14.4,73,X, ,X,매우높음
6/2/2021,성주(810),X,29.7,30.7,22.8,16.3,67,X, ,X,매우높음
6/2/2021,고령(812),X,27.8,29.3,21.9,15.5,69,X, ,X,매우높음
6/2/2021,청도(813),X,28.4,29.3,21.7,15.5,65,X, ,X,매우높음
6/2/2021,예천(815),X,28.2,30.1,22.8,16.5,61,X, ,X,매우높음
6/2/2021,김천(822),X,30.1,31.2,22.4,15.5,70,X, ,X,매우높음
6/2/2021,군위(823),X,29.5,30,22.8,15.7,69,X, ,X,매우높음
6/2/2021,칠곡(825),X,29.1,30.5,23.6,17.2,64,X, ,X,매우높음
6/2/2021,경산(827),X,29.2,30.4,23.4,17.6,53,X, ,X,매우높음
6/2/2021,삼척(876),X,26.8,25.6,20.5,17.1,77,X, ,X,매우높음
6/2/2021,속초(90),X,23.8,21.3,17.1,13.9,90.9,X, ,X,매우높음
6/2/2021,삼천포(907),X,26.1,26.5,20.9,17.1,64,X, ,X,매우높음
6/2/2021,고성(918),X,26.5,27.4,20.9,15.9,67,X, ,X,매우높음
6/2/2021,창녕(919),X,28.4,29.3,22.5,16.3,64,X, ,X,매우높음
6/2/2021,함안(920),X,28.4,29.3,21.3,16,69,X, ,X,매우높음
6/2/2021,북춘천(93),X,28.3,29.3,20.9,14.6,75.3,X, ,X,높음
6/2/2021,하동(932),X,28.2,28.8,21.4,16.3,70,X, ,X,매우높음
